Timestamp,Open,High,Low,Close,Volume,Open Interest
1672617600000,260487547.00,262500000.00,258710971.00,260746494.00,56.46120000
1672704000000,260652477.00,262499973.00,259779028.00,260976764.00,16.66974000
1672790400000,260967638.00,265096714.00,259733472.00,262800155.00,31.44457000
1672876800000,262800000.00,263874915.00,261938033.00,263254757.00,22.60487000
1672963200000,263254758.00,266222971.00,261495184.00,265153831.00,35.88157000
1673049600000,265206180.00,265704906.00,264807888.00,265606222.00,23.11546000
1673136000000,265606222.00,268661306.00,265006459.00,268124532.00,39.29227000
1673222400000,268273029.00,271691568.00,267677453.00,268378855.00,50.16668000
1673308800000,268471402.00,272351598.00,267987262.00,271616677.00,37.83006000
1673395200000,271616677.00,278340678.00,268040631.00,277790366.00,41.26833000
1673481600000,277821755.00,291689748.00,270000000.00,287661334.00,135.77309000
1673568000000,287580010.00,304093399.00,284561511.00,302817477.00,94.36839000
1673654400000,302918526.00,321500000.00,302511051.00,318273058.00,186.16264000
1673740800000,318176762.00,318778446.00,312217059.00,316790450.00,118.91131000
1673827200000,316442418.00,323143348.00,309741593.00,319582501.00,56.23976000
1673913600000,319635060.00,325438489.00,315000000.00,319045653.00,43.92914000
1674000000000,319000000.00,325400772.00,307000000.00,311851198.00,61.15078000
1674086400000,311757000.00,319852404.00,311757000.00,318750000.00,45.71069000
1674172800000,318479899.00,341513071.00,315000000.00,341413608.00,58.31166000
1674259200000,341350166.00,352171888.00,337390683.00,342971562.00,93.82248000
1674345600000,343418176.00,349443391.00,337535532.00,343762860.00,44.79905000
1674432000000,343248301.00,349576710.00,340759248.00,345771209.00,59.67016000
1674518400000,346204192.00,348932850.00,339285714.00,341492077.00,70.29033000
1674604800000,340928622.00,357939936.00,336089185.00,346000000.00,80.36794000
1674691200000,346635504.00,349547318.00,343000000.00,345295142.00,32.61441000
1674777600000,345560317.00,353399834.00,338330502.00,346889622.00,51.25162000
1674864000000,346986203.00,348656394.00,344558831.00,346856655.00,20.56915000
1674950400000,347067109.00,359728892.00,346071715.00,356600000.00,42.89119000
1675036800000,356804667.00,357362973.00,338443429.00,343682869.00,57.84718000
1675123200000,344073528.00,350495945.00,341655954.00,348274884.00,43.98375000
1675209600000,347998621.00,356428660.00,342433848.00,355368450.00,84.14220000
1675296000000,355422315.00,361710927.00,349266806.00,351032475.00,105.94813000
1675382400000,351167475.00,354902777.00,347397764.00,350149714.00,38.90079000
1675468800000,350149714.00,353325823.00,347988000.00,349429779.00,20.07159000
1675555200000,349200011.00,351233337.00,342611138.00,346002292.00,29.58054000
1675641600000,345678913.00,349716100.00,341010000.00,343643183.00,34.84293000
1675728000000,343653232.00,354000000.00,343653232.00,352644927.00,36.16131000
