id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_7d_in_currency
arweave,ar,Arweave,https://assets.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1696504946,9.45,621600109,110,621600109.0,39937625.0,9.72,8.19,1.26,15.36392,85157586.0,15.8745,65454185.5381511,65454185.5381511,66000000.0,89.24,-89.36219,2021-11-05T04:14:42.689Z,0.298788,3077.05943,2020-01-31T06:47:36.543Z,"{'times': 11.768670026044033, 'currency': 'usd', 'percentage': 1176.8670026044033}",2024-01-11T15:41:39.444Z,-2.625090741823885,15.36391992899436,3.4625256273548586
curve-dao-token,crv,Curve DAO,https://assets.coingecko.com/coins/images/12124/large/Curve.png?1696511967,0.575031,617046952,111,1190399621.0,103348360.0,0.591677,0.515746,0.052603,10.06894,57704887.0,10.31656,1069222403.0,2062731107.12118,3303030299.0,15.37,-96.25176,2020-08-14T00:00:00.000Z,0.331577,73.77029,2020-11-05T13:09:50.181Z,,2024-01-11T15:41:52.481Z,-1.9619985278336152,10.06894373096347,-2.4027557206033396
illuvium,ilv,Illuvium,https://assets.coingecko.com/coins/images/14468/large/logo-200x200.png?1696514154,97.06,602460358,112,937401612.0,24255897.0,99.57,84.83,10.12,11.63613,65684315.0,12.23682,6175714.25368421,9609137.63041953,,1911.26,-94.87668,2021-11-30T15:18:57.382Z,29.23,235.0418,2021-06-22T14:11:59.151Z,,2024-01-11T15:41:51.821Z,-2.080253565424563,11.636128467785865,9.715055728874624
compound-ether,ceth,cETH,https://assets.coingecko.com/coins/images/10643/large/ceth.png?1696510617,52.87,589883548,113,589883548.0,1126.81,53.81,48.53,3.85,7.84761,43208929.0,7.90396,11156931.6935614,11156931.6935614,,97.75,-45.53711,2021-11-21T12:39:57.508Z,1.89,2722.35694,2020-03-13T02:22:33.711Z,,2024-01-11T15:41:16.577Z,-0.4890318727417911,7.847606880437678,16.18332756183807
pepe,pepe,Pepe,https://assets.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1696528776,1.38e-06,587824919,114,587824919.0,263722096.0,1.49e-06,1.19e-06,1.76662e-07,14.62177,77909178.0,15.27883,420690000000000.0,420690000000000.0,420690000000000.0,4.31e-06,-67.55083,2023-05-05T16:50:45.302Z,5.5142e-08,2434.5569,2023-04-18T02:14:41.591Z,,2024-01-11T15:42:08.454Z,-3.0562878418056294,14.62176715345083,10.762264530610546
corgiai,corgiai,CorgiAI,https://assets.coingecko.com/coins/images/30933/large/Token.png?1696529775,0.00211148,584303623,115,784864979.0,1611879.0,0.00218612,0.00190948,0.00016115,8.2626,44584893.0,8.26076,277312793452.471,372500000000.0,500000000000.0,0.00331027,-36.60832,2023-12-24T10:25:03.658Z,4.414e-05,4653.86932,2023-09-06T20:16:08.253Z,,2024-01-11T15:42:03.374Z,-2.7285095512720736,8.262600715481165,16.895574457810433
staked-frax-ether,sfrxeth,Staked Frax Ether,https://assets.coingecko.com/coins/images/28285/large/sfrxETH_icon.png?1696527285,2808.66,579140043,116,579140043.0,5483553.0,2849.69,2575.06,200.97,7.70663,50272113.0,9.50561,203657.172371738,203657.172371738,,7545.09,-62.643,2023-02-16T07:51:36.849Z,1147.58,145.61342,2022-12-23T11:50:57.675Z,,2024-01-11T15:42:08.286Z,-1.322005896032939,7.70663031625935,16.162849349964436
casper-network,cspr,Casper Network,https://assets.coingecko.com/coins/images/15279/large/CSPR_Token_Logo_V.png?1700873346,0.04899781,575621514,117,604792753.0,12409069.0,0.050333,0.04583132,0.00243812,5.23655,30134495.0,5.52433,11703657078.0,12296772803.0,,1.33,-96.28601,2021-05-12T00:00:00.000Z,0.02241297,119.63576,2022-06-18T20:14:44.694Z,,2024-01-11T15:41:59.498Z,-1.8354510406908855,5.236548162609955,-8.364176455461907
axelar,axl,Axelar,https://assets.coingecko.com/coins/images/27277/large/V-65_xQ1_400x400.jpeg?1696526329,1.061,565907876,118,1200572252.0,35525132.0,1.09,0.980031,0.075642,7.67753,42605977.0,8.14176,531499551.298568,1127575070.17895,,1.27,-15.63474,2023-12-22T04:10:14.906Z,0.312911,241.48754,2023-10-26T16:35:19.041Z,,2024-01-11T15:41:52.192Z,-1.6448033363215007,7.677531518167322,-3.4172235446544748
coinbase-wrapped-staked-eth,cbeth,Coinbase Wrapped Staked ETH,https://assets.coingecko.com/coins/images/27008/large/cbeth.png?1696526061,2802.31,558345093,119,3895365812.0,21251387.0,2814.07,2544.6,241.5,9.43064,56961090.0,11.36077,199116.703243379,1389163.09695049,,2814.07,-0.20988,2024-01-11T15:00:27.541Z,1036.96,170.80786,2022-11-09T23:45:43.665Z,,2024-01-11T15:41:50.891Z,0.4829330617894067,9.43063921724503,17.529402482808347
kujira,kuji,Kujira,https://assets.coingecko.com/coins/images/20685/large/kuji-200x200.png?1696520085,4.53,554703582,121,554817555.0,2489667.0,4.56,4.05,0.479825,11.83538,58151215.0,11.71099,122349343.310396,122374481.990696,122398170.0,5.56,-18.13171,2023-12-14T13:05:04.042Z,0.00178701,254561.66008,2022-05-20T01:46:32.095Z,,2024-01-11T15:42:02.318Z,-0.5966859450371874,11.835379047166805,-3.228400020407691
nexo,nexo,NEXO,https://assets.coingecko.com/coins/images/3695/large/nexo.png?1696504370,0.978532,553510906,120,988412317.0,7373940.0,0.993888,0.933674,0.04368321,4.67276,30191993.0,5.76933,560000008.5746847,1000000000.0,1000000000.0,4.07,-75.94156,2021-05-12T14:37:47.535Z,0.04515276,2067.509,2018-09-13T00:00:00.000Z,"{'times': 8.785319573592487, 'currency': 'usd', 'percentage': 878.5319573592487}",2024-01-11T15:41:49.994Z,-1.3941293634594474,4.67275713682577,6.647955402708301
1inch,1inch,1inch,https://assets.coingecko.com/coins/images/13469/large/1inch-token.png?1696513230,0.488679,551913392,123,733004190.0,122231475.0,0.499863,0.413814,0.072127,17.31521,81183885.0,17.2464,1129420676.65899,1500000000.0,1500000000.0,8.65,-94.3732,2021-10-27T08:24:54.808Z,0.220469,120.80618,2023-09-11T19:42:01.201Z,,2024-01-11T15:41:56.835Z,-2.2372763923189263,17.315205145298084,5.60596555197239
gnosis,gno,Gnosis,https://assets.coingecko.com/coins/images/662/large/logo_square_simple_300px.png?1696501854,212.2,549521705,122,636612650.0,3694913.0,214.73,191.3,19.3,10.00587,49843114.0,9.97503,2589589.0,3000000.0,3000000.0,644.2,-66.92038,2021-11-08T17:33:29.302Z,6.88,2995.53475,2020-03-13T02:24:11.825Z,,2024-01-11T15:41:23.598Z,-0.7891502585038181,10.005872651556839,10.575633217302276
flare-networks,flr,Flare,https://assets.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,0.01774055,547522560,124,1807199000.0,13449268.0,0.01804148,0.01700203,0.00072828,4.28089,24117501.0,4.60781,30741703811.3655,101468652554.441,,0.150073,-88.13876,2023-01-10T03:14:05.921Z,0.00827405,115.13663,2023-10-19T03:35:41.663Z,,2024-01-11T15:41:53.246Z,-1.3862764675404333,4.280885158518406,-2.1447460122882913
stepn,gmt,GMT,https://assets.coingecko.com/coins/images/23597/large/token-gmt-200x200.png?1703153841,0.329102,545146325,125,1790018574.0,170418759.0,0.336076,0.296307,0.02780484,9.22838,49193388.0,9.91896,1655996386.33459,5437557142.86825,6000000000.0,4.11,-91.97615,2022-04-28T03:29:53.820Z,0.100826,226.86767,2022-03-11T06:04:31.100Z,,2024-01-11T15:41:41.777Z,-1.8031541283808092,9.22837684774555,7.823003005085914
metis-token,metis,Metis,https://assets.coingecko.com/coins/images/15595/large/Metis_Black_Bg.png?1702968192,104.74,543862388,126,1064195968.0,108512500.0,113.39,81.73,21.37,25.62797,122811446.0,29.16784,5110547.342,10000000.0,10000000.0,323.54,-66.81599,2022-01-16T20:14:31.709Z,3.45,3010.66131,2021-05-23T17:07:45.384Z,,2024-01-11T15:41:50.924Z,-3.4790496933791064,25.6279677277214,19.75121511929555
ronin,ron,Ronin,https://assets.coingecko.com/coins/images/20009/large/Ronin_Mark_Blue.png?1696519431,1.9,541157580,127,1905056261.0,14416641.0,1.93,1.75,0.129607,7.33023,39425983.0,7.85798,284063831.101822,1000000000.0,1000000000.0,4.29,-55.43751,2022-01-27T13:14:36.500Z,0.196601,873.38204,2022-11-21T19:36:31.487Z,,2024-01-11T15:42:03.601Z,-0.8026206737430465,7.3302321978122436,0.015623622221343385
apecoin,ape,ApeCoin,https://assets.coingecko.com/coins/images/24383/large/apecoin.jpg?1696523566,1.46,540587587,128,1466621687.0,122249237.0,1.49,1.32,0.12069,8.99914,47447134.0,9.62142,368593750.0,1000000000.0,1000000000.0,26.7,-94.51653,2022-04-28T21:44:21.164Z,1.008,45.28874,2023-10-10T20:51:07.411Z,,2024-01-11T15:41:48.591Z,-1.568121524080715,8.999140308251777,-2.901762654698713
gmx,gmx,GMX,https://assets.coingecko.com/coins/images/18323/large/arbit.png?1696517814,56.34,527550749,129,527550749.0,50066667.0,57.76,52.1,3.5,6.62743,34577128.0,7.01399,9344425.46213094,9344425.46213094,13250000.0,91.07,-37.39745,2023-04-18T10:00:25.680Z,11.53,394.3103,2022-06-15T09:30:22.146Z,,2024-01-11T15:42:00.355Z,-1.8672233513632028,6.627425871593793,-2.5896297280673792
compound-wrapped-btc,cwbtc,cWBTC,https://assets.coingecko.com/coins/images/10823/large/cwbtc.png?1696510780,954.6,521673641,130,521673641.0,0.0,980.29,908.63,48.4,5.32035,11028358.0,2.15969,546484.8496974,546484.8496974,,1380.82,-30.54783,2021-11-10T14:26:27.129Z,91.15,952.10974,2020-03-16T11:09:17.436Z,,2024-01-11T15:40:20.472Z,-0.08703537522632221,5.320346524964587,9.945563293120413
bitcoin-gold,btg,Bitcoin Gold,https://assets.coingecko.com/coins/images/1043/large/bitcoin-gold-logo.png?1696502150,28.68,504194429,131,604552298.0,222358318.0,29.82,20.98,7.7,36.69034,135943304.0,36.91592,17513924.0,21000000.0,,456.25,-93.71349,2017-12-20T00:00:00.000Z,4.25,574.16468,2020-03-13T02:22:52.902Z,,2024-01-11T15:41:45.154Z,-1.4394623775974196,36.6903394603472,43.99244434019528
huobi-btc,hbtc,Huobi BTC,https://assets.coingecko.com/coins/images/12407/large/hbtc.png?1696512229,55921.0,501338510,132,501338510.0,54917.0,57772.0,49406.0,6053.62,12.13955,53880557.0,12.04148,8969.497004742,8969.497004742,8969.497004742,166135.0,-66.85717,2022-04-21T18:59:43.859Z,10704.55,414.3772,2023-03-10T01:30:46.660Z,,2024-01-11T15:42:08.539Z,1.4409108478476587,12.139551228821876,17.502919477719367
tether-gold,xaut,Tether Gold,https://assets.coingecko.com/coins/images/10481/large/Tether_Gold.png?1696510471,2022.68,500899500,133,500899500.0,11788833.0,2043.51,2009.62,-4.38600645476231,-0.21637,1453556.0,0.29103,246524.33,246524.33,,2169.74,-6.82175,2023-03-15T20:36:21.941Z,1447.84,39.6373,2020-03-19T13:45:41.821Z,,2024-01-11T15:42:12.969Z,-0.4405378450669776,-0.21637197224269522,-0.5321211701391032
trust-wallet-token,twt,Trust Wallet,https://assets.coingecko.com/coins/images/11085/large/Trust.png?1696511026,1.19,499308006,134,1198387438.0,31186193.0,1.22,1.072,0.11736,10.92611,50724946.0,11.30782,416649900.0,1000000000.0,,2.72,-55.89575,2022-12-11T23:25:46.205Z,0.00277641,43122.57482,2020-06-09T09:15:06.983Z,,2024-01-11T15:41:46.085Z,-1.5239810363662063,10.926105653315782,0.7517329564217603
siacoin,sc,Siacoin,https://assets.coingecko.com/coins/images/289/large/siacoin.png?1696501638,0.00883487,498768836,135,498978040.0,14358167.0,0.00898467,0.00775203,0.00090869,11.46439,53553801.0,12.02875,56171344381.0939,56194905000.0,,0.092868,-90.46958,2018-01-06T00:00:00.000Z,1.262e-05,70025.33507,2015-12-28T00:00:00.000Z,"{'times': -0.11130477231837048, 'currency': 'btc', 'percentage': -11.130477231837048}",2024-01-11T15:41:49.361Z,-0.509270981878784,11.464385805717606,15.841921821903219
coredaoorg,core,Core,https://assets.coingecko.com/coins/images/28938/large/file_589.jpg?1701868471,0.561598,484914612,136,1183650186.0,42366374.0,0.570023,0.53087,0.02095954,3.87681,19894008.0,4.27809,860322328.373252,2100000000.0,2100000000.0,6.14,-90.9205,2023-02-08T12:55:39.828Z,0.334237,66.89083,2023-11-03T01:20:55.441Z,,2024-01-11T15:41:40.163Z,-1.1850418075483362,3.876811357835842,-3.262688504478311
skale,skl,SKALE,https://assets.coingecko.com/coins/images/13245/large/SKALE_token_300x300.png?1696513021,0.092224,477954089,137,486599459.0,154465984.0,0.105597,0.089163,0.00052127,0.56844,5818604.0,1.2324,5134227671.0,5227097052.51493,7000000000.0,1.22,-92.35965,2021-03-12T05:14:18.439Z,0.01948445,376.92964,2023-10-19T15:52:06.861Z,,2024-01-11T15:41:45.749Z,-2.707936365635217,0.5684411287534075,2.860420387276873
deso,deso,Decentralized Social,https://assets.coingecko.com/coins/images/16310/large/deso-logo-refresh-white.png?1696515911,44.87,472602321,138,484997682.0,5291682.0,50.11,40.19,4.46,11.04583,46336540.0,10.87034,10532253.8854,10808492.6854,10808492.6854,198.68,-77.28474,2021-06-19T20:53:25.052Z,5.33,746.92883,2022-09-01T18:05:41.566Z,,2024-01-11T15:40:49.671Z,-3.623381454231171,11.045829499964272,27.69298771608228
lido-staked-sol,stsol,Lido Staked SOL,https://assets.coingecko.com/coins/images/18369/large/logo_-_2021-09-15T100934.765.png?1696517862,119.04,464317909,139,464317327.0,2016396.0,122.9,107.92,11.02,10.2008,42802632.0,10.15447,3900411.7359,3900406.846,3900406.846,263.24,-54.6307,2021-11-07T01:28:34.051Z,8.65,1279.93539,2022-12-29T20:46:29.701Z,,2024-01-11T15:41:38.559Z,-2.730945788636331,10.20080059025245,2.00673988981943
enjincoin,enj,Enjin Coin,https://assets.coingecko.com/coins/images/1102/large/enjin-coin-logo.png?1696502200,0.329893,461537538,140,588388863.0,32826998.0,0.336625,0.296377,0.03106529,10.39573,161855945.0,54.00931,1392659929.13763,1775425670.0714,,4.82,-93.12375,2021-11-25T09:53:41.955Z,0.01865964,1675.96994,2017-11-12T00:00:00.000Z,,2024-01-11T15:42:07.082Z,-1.4390782861094509,10.39573456964792,-3.3431677136674254
terra-luna-2,luna,Terra,https://assets.coingecko.com/coins/images/25767/large/01_Luna_color.png?1696524851,0.728293,452470480,141,791546280.0,68801751.0,0.753014,0.666773,0.061056,9.1505,41306764.0,10.04631,616511979.447473,1078518456.25778,,18.87,-96.11086,2022-05-28T09:18:14.847Z,0.377574,94.37234,2023-09-21T11:01:04.794Z,,2024-01-11T15:41:49.693Z,-2.1097254969277826,9.15050250495257,1.9957150401399875
rollbit-coin,rlb,Rollbit Coin,https://assets.coingecko.com/coins/images/24552/large/unziL6wO_400x400.jpg?1696523729,0.147963,449346565,142,449359826.0,6172439.0,0.152137,0.133271,0.01469247,11.02452,49177147.0,12.28908,2994336463.79308,2994424834.06088,5000000000.0,0.264358,-43.28146,2023-11-11T17:10:05.473Z,0.00093506,15935.33256,2022-07-02T02:46:34.730Z,,2024-01-11T15:41:40.272Z,-2.7434964127351416,11.02452390504172,9.845312798348115
iotex,iotx,IoTeX,https://assets.coingecko.com/coins/images/3334/large/iotex-logo.png?1696504041,0.04625628,436723070,143,439261979.0,32235304.0,0.04762796,0.03905382,0.00701704,17.8827,65963373.0,17.79141,9441378955.0,9496266827.32,9496266827.32,0.255593,-81.82303,2021-11-13T16:54:18.643Z,0.00121576,3721.39971,2020-03-13T02:29:47.597Z,,2024-01-11T15:41:51.389Z,-2.5274953529050173,17.88270305215748,-10.518060734222923
fasttoken,ftn,Fasttoken,https://assets.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,1.42,431017690,144,1251170305.0,38326889.0,1.48,1.42,-0.05833255671825732,-3.95369,-17473397.664866805,-3.89604,303152629.37373453,880000000.0,1000000000.0,1.51,-5.50887,2024-01-07T00:52:27.695Z,0.398142,259.19477,2023-01-21T10:15:39.503Z,,2024-01-11T15:42:07.706Z,-2.4573961266313407,-3.953689273405775,3.037000374183613
apenft,nft,APENFT,https://assets.coingecko.com/coins/images/15687/large/apenft.jpg?1696515316,4.28797e-07,426516519,145,430774473.0,32433666.0,4.33737e-07,4.12004e-07,1.0046e-08,2.39908,11739827.0,2.8304,990105682877398.0,999990000000000.0,999990000000000.0,7.53e-06,-94.27418,2021-09-05T00:10:47.823Z,2.98737e-07,44.32657,2023-06-10T04:30:05.717Z,,2024-01-11T15:41:55.069Z,-1.138882259746375,2.3990764164738048,-1.6905322721396967
pax-gold,paxg,PAX Gold,https://assets.coingecko.com/coins/images/9519/large/paxgold.png?1696509604,1994.08,422646876,146,422646876.0,22767099.0,2020.53,1973.98,-20.6921165699398,-1.02702,-4464978.471172214,-1.04539,211261.952,211261.952,,2241.37,-10.93647,2021-05-17T19:02:29.657Z,1399.64,42.62527,2019-11-18T03:09:35.959Z,,2024-01-11T15:41:53.305Z,-1.1002159198767105,-1.0270201958384686,-1.2245815676643341
radix,xrd,Radix,https://assets.coingecko.com/coins/images/4374/large/Radix.png?1696504973,0.0402633,418889007,147,516063080.0,5207852.0,0.04129851,0.0380697,0.00126868,3.25347,16716111.0,4.15645,10345673727.761,12745668095.487,24000000000.0,0.651264,-93.79363,2021-11-14T16:09:27.130Z,0.03145312,28.50819,2022-11-29T23:20:09.754Z,,2024-01-11T15:42:11.603Z,-2.1608005192728945,3.253471999111908,-3.7196638732653393
pyth-network,pyth,Pyth Network,https://assets.coingecko.com/coins/images/31924/large/pyth.png?1701245725,0.277036,418021997,148,2786813310.0,49104813.0,0.289156,0.240363,0.03667325,15.25746,57413520.0,15.92129,1500000000.0,10000000000.0,10000000000.0,0.548655,-49.07424,2023-11-24T11:35:22.240Z,0.228806,22.11505,2024-01-08T03:29:54.594Z,,2024-01-11T15:41:55.297Z,-2.303480878196365,15.257457517507403,-1.6167273891710507
neutron-3,ntrn,Neutron,https://assets.coingecko.com/coins/images/30813/large/ntrn.png?1696529669,1.45,408381500,149,1463902374.0,76570926.0,1.63,1.36,0.082824,6.05202,408381500.0,0.0,278954323.024525,999951994.694016,1000000000.0,1.66,-11.04251,2024-01-09T14:33:47.680Z,0.250888,487.55023,2023-10-19T04:59:52.294Z,,2024-01-11T15:42:13.278Z,-3.998133591389664,6.052022461264153,26.58540005382314
kusama,ksm,Kusama,https://assets.coingecko.com/coins/images/9568/large/m4zRhP5e_400x400.jpg?1696509648,45.46,408258047,150,454625376.0,55300389.0,45.71,38.93,6.41,16.41087,56534450.0,16.07354,8980098.074112339,10000000.0,10000000.0,621.71,-92.7515,2021-05-18T05:04:41.858Z,0.876572,5040.96614,2020-01-14T19:20:20.768Z,,2024-01-11T15:41:53.435Z,-0.27906086411474884,16.410872980879716,-1.6232104580542515
zilliqa,zil,Zilliqa,https://assets.coingecko.com/coins/images/2687/large/Zilliqa-logo.png?1696503475,0.02282291,402676469,151,426751476.0,39769151.0,0.02336611,0.02075335,0.00205464,9.89316,37994928.0,10.41866,17545586078.8294,18594592268.1794,21000000000.0,0.255376,-91.02296,2021-05-06T17:33:45.940Z,0.00239616,856.74756,2020-03-13T02:22:55.161Z,"{'times': 0.02946819278406517, 'currency': 'eth', 'percentage': 2.946819278406517}",2024-01-11T15:41:47.236Z,-2.0770068088707805,9.893156904490777,-3.4131201115677205
huobi-token,ht,Huobi,https://assets.coingecko.com/coins/images/2822/large/huobi-token-logo.png?1696503584,2.5,400894472,153,505625853.0,20374386.0,2.54,2.41,0.064148,2.62923,11492333.0,2.95128,159406077.0,201050000.0,201050000.0,39.66,-93.65893,2021-05-12T14:42:21.586Z,0.3138,701.44011,2023-03-10T05:05:00+08:00,"{'times': 1.5292401341303778, 'currency': 'usd', 'percentage': 152.92401341303778}",2024-01-11T15:42:01.931Z,-0.35850306007533184,2.6292262039335936,-1.800138177429577
celo,celo,Celo,https://assets.coingecko.com/coins/images/11090/large/InjXBNx9_400x400.jpg?1696511031,0.759761,400708928,152,763603062.0,35066036.0,0.789332,0.669242,0.083278,12.31052,46268486.0,13.05395,524760766.0,1000000000.0,1000000000.0,9.82,-92.21361,2021-08-30T14:25:09.929Z,0.376843,102.92944,2023-06-10T04:31:15.287Z,,2024-01-11T15:41:58.578Z,-2.648330987121417,12.310518308258425,-0.5602244046748388
aelf,elf,aelf,https://assets.coingecko.com/coins/images/1371/large/aelf-logo.png?1696502429,0.565447,398430355,154,564841829.0,16646099.0,0.57686,0.535222,0.0300418,5.61104,22240547.0,5.91205,702504996.28419,995918614.936191,1000000000.0,2.6,-78.22904,2018-01-09T00:00:00.000Z,0.03545756,1498.92655,2020-03-13T02:22:35.431Z,,2024-01-11T15:41:55.008Z,-1.9783848555229844,5.611035823359088,5.740230556070722
gas,gas,Gas,https://assets.coingecko.com/coins/images/858/large/GAS_512_512.png?1696501992,6.06,396396085,155,396396085.0,44589529.0,6.41,5.49,0.280447,4.84947,18997380.0,5.03377,65093580.54427269,65093580.54427269,,91.94,-93.37487,2018-01-15T00:00:00.000Z,0.621309,880.37561,2020-03-13T02:24:16.507Z,,2024-01-11T15:41:44.877Z,-1.1420278861764745,4.849467818764372,-2.6807665930490834
holotoken,hot,Holo,https://assets.coingecko.com/coins/images/3348/large/Holologo_Profile.png?1696504052,0.00220609,393534620,156,393534620.0,19608326.0,0.00224986,0.00199274,0.00021335,10.70621,38968817.0,10.99057,177619433541.141,177619433541.141,,0.03126682,-92.91355,2021-04-05T16:04:52.608Z,0.0002202,906.23056,2020-03-13T02:23:01.612Z,"{'times': 2.7175759499860552, 'currency': 'eth', 'percentage': 271.75759499860555}",2024-01-11T15:41:52.238Z,-1.4576273568436413,10.706210478920235,-5.098873550592501
aleph-zero,azero,Aleph Zero,https://assets.coingecko.com/coins/images/17212/large/azero-logo_coingecko.png?1698147162,1.53,388823310,157,538168657.0,4244297.0,1.54,1.29,0.228433,17.60992,60192346.0,18.31609,253751058.391554,351215739.659716,,3.09,-50.91353,2022-04-15T00:09:30.642Z,0.592052,156.57532,2022-06-18T20:17:51.413Z,,2024-01-11T15:42:07.715Z,4.873889178766786,17.609919972199446,-8.230486937551513
sweth,sweth,Swell Ethereum,https://assets.coingecko.com/coins/images/30326/large/_lB7zEtS_400x400.jpg?1696529227,2766.45,383090175,158,383090034.0,3663704.0,2783.28,2507.84,237.39,9.3865,33153307.0,9.47408,138436.397721264,138436.346656921,,2783.28,-0.38695,2024-01-11T15:14:27.623Z,1535.26,80.58923,2023-10-12T17:25:37.017Z,,2024-01-11T15:42:07.509Z,0.05887549227005883,9.38649911911642,17.57200016618278
compound-governance-token,comp,Compound,https://assets.coingecko.com/coins/images/10775/large/COMP.png?1696510737,55.31,381088360,159,555839547.0,76381755.0,56.9,50.4,4.59,9.05516,34176965.0,9.85179,6856085.76329154,10000000.0,10000000.0,910.54,-93.87834,2021-05-12T02:29:08.794Z,25.74,116.54859,2023-06-10T16:15:05.289Z,,2024-01-11T15:41:46.259Z,-2.48538444358192,9.055163193793218,2.9906995170935966
basic-attention-token,bat,Basic Attention,https://assets.coingecko.com/coins/images/677/large/basic-attention-token.png?1696501867,0.254275,380684909,161,383046311.0,41876194.0,0.257132,0.227967,0.02608898,11.43322,40617264.0,11.94388,1490752807.9526057,1500000000.0,1500000000.0,1.9,-86.56371,2021-11-28T00:23:51.354Z,0.072394,252.74317,2017-07-16T00:00:00.000Z,"{'times': -0.3782605639437635, 'currency': 'eth', 'percentage': -37.82605639437635}",2024-01-11T15:41:53.920Z,-0.9522542303108844,11.433223565793709,2.824682709216514
singularitynet,agix,SingularityNET,https://assets.coingecko.com/coins/images/2138/large/singularitynet.png?1696503103,0.301319,380110007,160,416943196.0,75125996.0,0.307662,0.270777,0.03050773,11.2653,39911919.0,11.73196,1252665354.3915,1374050373.74311,2000000000.0,0.95023,-68.13896,2018-01-28T00:00:00.000Z,0.00747159,3952.0584,2020-03-13T02:24:16.528Z,"{'times': 2.013192503170519, 'currency': 'usd', 'percentage': 201.3192503170519}",2024-01-11T15:41:52.166Z,-1.518776795501076,11.265301212035045,0.8603572417974865
moonbeam,glmr,Moonbeam,https://assets.coingecko.com/coins/images/22459/large/glmr.png?1696521782,0.451952,368112182,162,500214938.0,22326196.0,0.466927,0.386753,0.062773,16.12944,52355490.0,16.58096,810265603.0,1101041961.0,,19.5,-97.6862,2022-01-11T14:57:46.115Z,0.160477,181.15205,2023-09-22T00:21:26.148Z,,2024-01-11T15:41:53.042Z,-0.7155825051199924,16.12944361999716,0.10105366135640766
paxos-standard,usdp,Pax Dollar,https://assets.coingecko.com/coins/images/6013/large/Pax_Dollar.png?1696506427,0.995177,367368038,163,367368038.0,3968363.0,1.007,0.989204,-0.007101627509130793,-0.70855,-2281793.8515489697,-0.61729,367057346.840683,367057346.840683,,1.13,-11.77489,2018-10-15T07:09:12.459Z,0.863529,15.21238,2021-05-19T13:14:42.046Z,"{'times': -0.0048231763340451, 'currency': 'usd', 'percentage': -0.48231763340451}",2024-01-11T15:41:51.045Z,-1.13790687186702,-0.7085483580740204,-0.47990013723235486
ethereum-pow-iou,ethw,EthereumPoW,https://assets.coingecko.com/coins/images/26997/large/logo-clear.png?1696526049,3.38,366095442,164,366094674.0,52030338.0,3.63,2.9,0.406824,13.69695,45852855.0,14.31816,107818943.04993,107818717.04993,,58.54,-94.17077,2022-09-03T00:10:33.722Z,1.17,191.87808,2023-10-11T18:16:44.520Z,,2024-01-11T15:41:55.537Z,-2.6767419691579706,13.696945968161216,12.511782982446379
zcash,zec,Zcash,https://assets.coingecko.com/coins/images/486/large/circle-zcash-color.png?1696501740,23.93,352676882,166,506764401.0,78593407.0,24.65,20.36,3.57,17.53141,56981418.0,19.2703,14614709.5405448,21000000.0,21000000.0,3191.93,-99.24679,2016-10-29T00:00:00.000Z,18.95,26.8872,2024-01-09T21:00:43.587Z,,2024-01-11T15:41:49.947Z,-1.1762925950974885,17.53140999371465,-3.447530850380349
dash,dash,Dash,https://assets.coingecko.com/coins/images/19/large/dash-logo.png?1696501423,30.16,352022694,167,573165482.0,65071169.0,30.79,27.5,2.63,9.55343,31912174.0,9.96911,11620150.8706531,18920000.0,,1493.59,-97.97154,2017-12-20T00:00:00.000Z,0.213899,14064.09323,2014-02-14T00:00:00.000Z,,2024-01-11T15:41:51.166Z,-1.5701804336087446,9.553432914920322,0.827128422478745
loopring,lrc,Loopring,https://assets.coingecko.com/coins/images/913/large/LRC.png?1696502034,0.282301,351744470,165,387845649.0,69776776.0,0.29023,0.246837,0.03546383,14.3673,43730673.0,14.19763,1245991468.94246,1373873397.44246,1374513896.0,3.75,-92.4451,2021-11-10T14:59:53.164Z,0.01963893,1342.52652,2019-12-18T13:14:41.553Z,"{'times': 3.7050144197060817, 'currency': 'usd', 'percentage': 370.50144197060814}",2024-01-11T15:41:45.082Z,-2.1115074886159992,14.367303708773452,3.4006975189431943
qtum,qtum,Qtum,https://assets.coingecko.com/coins/images/684/large/Qtum_Logo_blue_CG.png?1696501874,3.33,349995561,168,359463006.0,43976202.0,3.41,2.94,0.382849,13.00989,40593845.0,13.12011,104982607.0,107822406.0,,100.22,-96.66469,2018-01-06T00:00:00.000Z,0.783142,326.84167,2020-03-13T02:22:57.149Z,"{'times': 10.085350093722344, 'currency': 'usd', 'percentage': 1008.5350093722343}",2024-01-11T15:41:44.997Z,-2.0560622996816322,13.009891993487846,2.631265570070624
