id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_7d_in_currency
algorand,algo,Algorand,https://assets.coingecko.com/coins/images/4380/large/download.png?1696504978,0.203569,1633075960,53,1633076016.0,134886723.0,0.207053,0.180908,0.0221109,12.18512,176175947.0,12.09252,8040806181.27502,8040806458.74601,10000000000.0,3.56,-94.32018,2019-06-20T14:51:19.480Z,0.087513,131.12677,2023-09-11T19:42:08.247Z,"{'times': -0.9151795280711135, 'currency': 'usd', 'percentage': -91.51795280711134}",2024-01-11T15:41:51.175Z,-1.373507943773672,12.185116217637312,-0.9495227368527396
aave,aave,Aave,https://assets.coingecko.com/coins/images/12645/large/AAVE.png?1696512452,109.49,1618939698,54,1761470929.0,316279959.0,117.04,100.46,7.85,7.72794,127365559.0,8.539,14705343.55227618,16000000.0,16000000.0,661.69,-83.21247,2021-05-18T21:19:59.514Z,26.02,326.85616,2020-11-05T09:20:11.928Z,,2024-01-11T15:41:57.485Z,-5.4782491500421235,7.727938486409156,5.407178027320283
render-token,rndr,Render,https://assets.coingecko.com/coins/images/11636/large/rndr.png?1696511529,4.23,1612580567,55,2276626395.0,183834926.0,4.38,3.72,0.505131,13.55517,209882676.0,14.96279,376146335.687948,531039932.967948,531039932.967948,8.78,-51.29388,2021-11-21T10:03:19.097Z,0.03665669,11570.07379,2020-06-16T13:22:25.900Z,,2024-01-11T15:41:52.161Z,-3.039962342177547,13.555167518589018,-5.311172480048277
thorchain,rune,THORChain,https://assets.coingecko.com/coins/images/6595/large/Rune200x200.png?1696506946,5.27,1604239952,56,2667504089.0,579085096.0,5.47,4.59,0.654754,14.19794,216902458.0,15.63444,300700561.0,500000000.0,500000000.0,20.87,-74.76292,2021-05-19T00:30:09.436Z,0.00851264,61765.25654,2019-09-28T00:00:00.000Z,"{'times': 137.5885710156802, 'currency': 'usd', 'percentage': 13758.85710156802}",2024-01-11T15:41:45.921Z,-1.8902463337793864,14.197936262385314,-2.200312662213587
ordinals,ordi,ORDI,https://assets.coingecko.com/coins/images/30162/large/ordi.png?1696529082,73.87,1567874634,57,1567874634.0,689131901.0,78.68,65.95,7.84,11.86608,180055879.0,12.97402,21000000.0,21000000.0,,89.94,-16.90008,2024-01-02T11:30:17.565Z,2.86,2512.39565,2023-09-11T15:22:32.140Z,,2024-01-11T15:41:51.486Z,-2.643614299941332,11.8660764055867,-3.236729929343398
elrond-erd-2,egld,MultiversX,https://assets.coingecko.com/coins/images/12335/large/egld-token-logo.png?1696512162,58.23,1546277326,58,1546578678.0,73224858.0,59.77,51.24,6.84,13.32098,189518689.0,13.96849,26435581.0,26440733.0,31415926.0,545.64,-89.28194,2021-11-23T10:33:26.737Z,6.51,798.80114,2020-10-07T01:44:53.554Z,,2024-01-11T15:41:48.243Z,-2.2668718988517536,13.320984748316627,-1.6319462671177436
bittensor,tao,Bittensor,https://assets.coingecko.com/coins/images/28452/large/ARUsPeNQ_400x400.jpeg?1696527447,246.47,1498640857,59,1498640857.0,12763783.0,249.95,207.53,36.19,17.20828,231566043.0,18.27564,6022912.0,6022912.0,21000000.0,394.0,-36.59561,2023-12-14T20:03:59.063Z,30.83,710.30069,2023-05-14T08:57:53.732Z,,2024-01-11T15:41:05.075Z,-0.0435475017938421,17.20827518440285,0.4182546999003408
flow,flow,Flow,https://assets.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1696513210,0.901039,1340571398,60,1340571398.0,112931420.0,0.914554,0.745608,0.15543,20.8461,234632009.0,21.21563,1482285260.0,1482285260.2224,1482285260.2224,42.4,-97.88222,2021-04-05T13:49:10.098Z,0.391969,129.06836,2023-09-11T19:41:06.528Z,,2024-01-11T15:41:54.649Z,-0.8086699660236775,20.846100149436577,5.52185756967544
mina-protocol,mina,Mina Protocol,https://assets.coingecko.com/coins/images/15628/large/JM4_vQ34_400x400.png?1696515261,1.27,1324127617,61,1427884976.0,115871146.0,1.34,1.082,0.186338,17.21626,202579706.0,18.06251,1032468240.84004,1113371452.84004,,9.09,-85.67373,2021-06-01T01:42:37.064Z,0.351341,270.66734,2023-10-11T04:00:22.740Z,,2024-01-11T15:42:08.605Z,-4.140678918740292,17.216260611192844,-5.641775355274025
sats-ordinals,sats,SATS (Ordinals),https://assets.coingecko.com/coins/images/30666/large/_dD8qr3M_400x400.png?1702913020,6.16657e-07,1304151689,62,1304151689.0,81071079.0,6.56382e-07,5.44874e-07,7.1458e-08,13.10672,165559450.0,14.54071,2100000000000000.0,2100000000000000.0,2100000000000000.0,9.22983e-07,-32.4183,2023-12-15T11:45:07.985Z,3.189e-09,19459.32905,2023-07-08T13:03:18.882Z,,2024-01-11T15:41:56.210Z,-3.8559607609185726,13.106722960299038,-8.59108739646267
havven,snx,Synthetix Network,https://assets.coingecko.com/coins/images/3406/large/SNX.png?1696504103,3.87,1268726979,63,1270367839.0,124988104.0,4.02,3.6,0.266221,7.38647,87390198.0,7.39757,327769196.13952357,328193104.088774,328193104.088774,28.53,-86.36273,2021-02-14T01:12:38.505Z,0.0347864,11085.48155,2019-01-06T00:00:00.000Z,"{'times': 6.740787541502342, 'currency': 'usd', 'percentage': 674.0787541502342}",2024-01-11T15:41:50.400Z,-2.564359101720625,7.386468907736118,5.763491701433693
fantom,ftm,Fantom,https://assets.coingecko.com/coins/images/4001/large/Fantom_round.png?1696504642,0.43548,1226815464,64,1389317556.0,184351911.0,0.444753,0.37756,0.05792,15.34065,165892174.0,15.63659,2803634835.52659,3175000000.0,3175000000.0,3.46,-87.34795,2021-10-28T05:19:39.845Z,0.00190227,22903.06429,2020-03-13T02:25:38.280Z,"{'times': 13.515987939312087, 'currency': 'usd', 'percentage': 1351.5987939312088}",2024-01-11T15:41:55.487Z,-0.6402950801629647,15.340645569189032,0.04604099916204482
osmosis,osmo,Osmosis,https://assets.coingecko.com/coins/images/16724/large/osmo.png?1696516298,1.91,1212971343,65,1915017449.0,60547304.0,1.95,1.75,0.155546,8.87038,100870872.0,9.0703,633386517.0,999979298.0,1000000000.0,11.25,-82.8912,2022-03-04T05:12:18.707Z,0.224523,757.1871,2023-10-19T17:45:36.695Z,,2024-01-11T15:41:35.509Z,-1.8078107650095636,8.870375562360538,17.455645012721675
axie-infinity,axs,Axie Infinity,https://assets.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1696512817,8.6,1170677064,66,2334481913.0,144095063.0,8.73,7.51,1.063,14.09626,148813757.0,14.56298,135397411.131875,270000000.0,270000000.0,164.9,-94.78441,2021-11-06T19:29:29.482Z,0.123718,6851.60012,2020-11-06T08:05:43.662Z,,2024-01-11T15:41:49.655Z,-0.658458439551998,14.096261828768167,1.4009807497530646
theta-token,theta,Theta Network,https://assets.coingecko.com/coins/images/2538/large/theta-token-logo.png?1696503349,1.15,1149381862,67,1149381862.0,40285989.0,1.18,1.012,0.127017,12.475,129991751.0,12.75191,1000000000.0,1000000000.0,1000000000.0,15.72,-92.67785,2021-04-16T13:15:11.190Z,0.04039979,2749.07637,2020-03-13T02:24:16.483Z,"{'times': 6.634569157830273, 'currency': 'usd', 'percentage': 663.4569157830273}",2024-01-11T15:41:48.924Z,-2.1103998793816814,12.475001989651899,-4.560534930435434
the-sandbox,sand,The Sandbox,https://assets.coingecko.com/coins/images/12129/large/sandbox_logo.jpg?1696511971,0.536448,1142067661,68,1617100749.0,169138198.0,0.547847,0.486383,0.04754744,9.72538,103884341.0,10.00636,2118731926.2233226,3000000000.0,3000000000.0,8.4,-93.58672,2021-11-25T06:04:40.957Z,0.02897764,1758.36495,2020-11-04T15:59:14.441Z,,2024-01-11T15:42:13.068Z,-1.5656903845100774,9.725378187661214,0.6104234948195312
sui,sui,Sui,https://assets.coingecko.com/coins/images/26375/large/sui_asset.jpeg?1696525453,1.003,1111703094,69,10097696600.0,522093830.0,1.059,0.780462,0.222003,28.43865,253023745.0,29.46662,1100947214.55346,10000000000.0,10000000000.0,2.16,-53.0957,2023-05-03T12:00:26.430Z,0.364846,178.01107,2023-10-19T10:40:30.078Z,,2024-01-11T15:42:13.299Z,-3.0782666071168827,28.438651302855654,18.950837793839288
tokenize-xchange,tkx,Tokenize Xchange,https://assets.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1696505519,13.61,1094754484,71,1368511532.0,28833682.0,13.9,12.72,0.629746,4.85273,81923580.0,8.08857,79995999.94518414,100000000.0,100000000.0,22.3,-38.97017,2022-10-31T10:23:59.455Z,0.111255,12130.81305,2019-04-28T00:00:00.000Z,"{'times': 45.83952495133749, 'currency': 'usd', 'percentage': 4583.952495133749}",2024-01-11T15:42:09.277Z,-1.353473329975553,4.85273086302305,8.991504361243182
bittorrent,btt,BitTorrent,https://assets.coingecko.com/coins/images/22457/large/btt_logo.png?1696521780,1.12e-06,1088357465,70,1112809568.0,50479606.0,1.14e-06,1.04e-06,7.3879e-08,7.06773,78591452.0,7.78313,968246428571000.0,990000000000000.0,990000000000000.0,3.43e-06,-67.18563,2022-01-21T04:00:31.909Z,3.65368e-07,208.17508,2023-10-13T05:10:41.241Z,,2024-01-11T15:41:45.763Z,-1.5407026711247802,7.0677269617845635,0.03915205011523822
helium,hnt,Helium,https://assets.coingecko.com/coins/images/4284/large/Helium_HNT.png?1696504894,7.37,1064651626,72,1649477946.0,30726888.0,7.63,6.08,1.28,21.01127,186756422.0,21.2732,143934820.830308,223000000.0,223000000.0,54.88,-86.52121,2021-11-12T23:08:25.301Z,0.113248,6431.49246,2020-04-18T00:19:10.902Z,,2024-01-11T15:41:55.855Z,-3.138348166449599,21.011273096870617,18.596040289642023
tezos,xtz,Tezos,https://assets.coingecko.com/coins/images/976/large/Tezos-logo.png?1696502091,1.13,1034978992,74,1138576644.0,169294212.0,1.2,0.873326,0.255992,29.21975,245229802.0,31.05161,897845193.928698,987716249.153583,,9.12,-87.52617,2021-10-04T00:41:18.025Z,0.350476,224.45088,2018-12-07T00:00:00.000Z,"{'times': 1.4086859539902425, 'currency': 'usd', 'percentage': 140.86859539902426}",2024-01-11T15:41:48.051Z,0.16491724312231673,29.21975037225518,15.58755998328947
bonk,bonk,Bonk,https://assets.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,1.699e-05,1030594616,73,1587103735.0,491713293.0,1.753e-05,1.31e-05,3.89e-06,29.69739,233499116.0,29.29374,60837624528359.55,93689234980611.55,100000000000000.0,3.416e-05,-49.96053,2023-12-15T07:35:13.369Z,8.6142e-08,19745.16013,2022-12-29T22:48:46.755Z,,2024-01-11T15:41:54.752Z,-0.15327911319925444,29.69739356411815,38.457371743166085
beam-2,beam,Beam,https://assets.coingecko.com/coins/images/32417/large/chain-logo.png?1698114384,0.01963194,997342071,75,1242943428.0,45404814.0,0.02118713,0.0173436,0.00213602,12.20865,127301865.0,14.63172,50242535885.44,62615056183.5095,62615056183.5095,0.02720031,-26.78971,2023-12-14T05:24:58.029Z,0.0043383,359.01436,2023-10-29T08:20:14.064Z,,2024-01-11T15:41:53.490Z,-3.5952444267136396,12.208651677096634,-12.173634698466747
kucoin-shares,kcs,KuCoin,https://assets.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,10.24,989729409,76,1476190904.0,417239.0,10.4,9.63,0.490045,5.02546,46113531.0,4.8869,96641044.2890287,144141044.288945,,28.83,-64.38079,2021-12-01T15:09:35.541Z,0.342863,2895.06679,2019-02-07T00:00:00.000Z,,2024-01-11T15:41:51.441Z,-1.458170229266637,5.025455731277901,1.75017369246466
wemix-token,wemix,WEMIX,https://assets.coingecko.com/coins/images/12998/large/wemixcoin_color_200.png?1696512788,2.8,985645015,77,2659311442.0,6741702.0,2.98,2.69,0.068459,2.50944,34466356.0,3.62354,352144397.592531,950100301.387881,,24.71,-88.66317,2021-11-21T17:33:44.178Z,0.128398,2081.91073,2021-06-22T12:52:49.089Z,,2024-01-11T15:41:45.248Z,-1.8899167676902664,2.50943759330818,2.2381799991223668
neo,neo,NEO,https://assets.coingecko.com/coins/images/480/large/NEO_512_512.png?1696501735,12.88,914167055,78,1296139309.0,70080973.0,13.1,11.39,1.47,12.88261,108185407.0,13.42281,70530000.0,100000000.0,,198.38,-93.47457,2018-01-15T00:00:00.000Z,0.078349,16422.43951,2016-10-21T00:00:00.000Z,"{'times': 356.8389276509372, 'currency': 'usd', 'percentage': 35683.892765093726}",2024-01-11T15:41:49.752Z,-1.0262594701993637,12.882612281209541,-0.1980928306745647
whitebit,wbt,WhiteBIT Coin,https://assets.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,6.31,911209508,79,2283405007.0,11355271.0,6.37,6.22,0.063218,1.01247,12007999.0,1.33541,144118517.10815412,361147399.0,400000000.0,14.64,-56.84028,2022-10-28T12:32:18.119Z,3.06,106.439,2023-02-13T19:01:21.899Z,,2024-01-11T15:41:23.153Z,-0.4587251196744478,1.0124732987324636,4.875279652879273
eos,eos,EOS,https://assets.coingecko.com/coins/images/738/large/eos-eos-logo.png?1696501893,0.795246,902368467,80,,213411951.0,0.803287,0.708954,0.083755,11.77173,94962900.0,11.76149,1134964497.0545,,,22.71,-96.48601,2018-04-29T07:50:33.540Z,0.5024,58.85175,2017-10-23T00:00:00.000Z,"{'times': -0.19672099777429425, 'currency': 'usd', 'percentage': -19.672099777429423}",2024-01-11T15:41:51.332Z,-0.5715823137349627,11.771728578906357,2.7435918026427317
cheelee,cheel,Cheelee,https://assets.coingecko.com/coins/images/28573/large/CHEEL_%D1%82%D0%BE%D0%BD%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%B2%D0%BE%D0%B4%D0%BA%D0%B0_%283%29.png?1696527561,16.62,898692417,81,16691982931.0,6425788.0,16.87,15.23,1.39,9.09374,77960959.0,9.49896,53839763.7215736,1000000000.0,1000000000.0,17.32,-3.32994,2023-07-16T21:40:08.888Z,3.44,386.76796,2023-02-13T02:53:08.933Z,,2024-01-11T15:42:10.082Z,-0.7281587990007552,9.093736522332245,11.059061801199178
decentraland,mana,Decentraland,https://assets.coingecko.com/coins/images/878/large/decentraland-mana.png?1696502010,0.482512,895156921,82,1062961828.0,117126654.0,0.490773,0.432258,0.04993069,11.54249,96467351.0,12.0782,1846952170.0828757,2193179327.32015,2193179327.32015,5.85,-91.71649,2021-11-25T10:04:18.534Z,0.00923681,5146.98143,2017-10-31T00:00:00.000Z,"{'times': 23.125610659837754, 'currency': 'usd', 'percentage': 2312.5610659837753}",2024-01-11T15:41:47.054Z,-1.3122420557351562,11.542491423396656,2.0480386681478735
kava,kava,Kava,https://assets.coingecko.com/coins/images/9761/large/kava.png?1696509822,0.810572,877737669,84,877737668.0,38083836.0,0.8227,0.740853,0.056258,7.45819,59095122.0,7.21867,1082861785.0,1082861784.0,,9.12,-91.09468,2021-08-30T11:10:02.948Z,0.287137,182.85698,2020-03-13T02:24:16.835Z,,2024-01-11T15:41:41.905Z,-0.9774401530013833,7.458190945096871,-3.8626953642136743
bitget-token,bgb,Bitget Token,https://assets.coingecko.com/coins/images/11610/large/icon_colour.png?1696511504,0.629957,875011498,85,1250015532.0,22370413.0,0.635372,0.607081,0.00903727,1.45546,4201048.0,0.48243,1400001000.0,2000000000.0,2000000000.0,0.701227,-10.34595,2023-12-19T07:13:51.026Z,0.0142795,4302.66569,2020-06-25T04:17:05.895Z,,2024-01-11T15:40:58.061Z,-0.25950979084301157,1.4554640066541356,-4.285864658961819
oasis-network,rose,Oasis Network,https://assets.coingecko.com/coins/images/13162/large/rose.png?1696512946,0.128955,874639017,86,1299651624.0,68524393.0,0.133301,0.115295,0.01365979,11.84764,93472569.0,11.96577,6729795897.58809,10000000000.0,10000000000.0,0.597347,-78.38023,2022-01-15T03:31:11.062Z,0.03200566,303.50669,2020-11-26T17:09:12.182Z,,2024-01-11T15:41:21.518Z,-2.579317894611967,11.847637710475828,-2.139176531067486
gala,gala,GALA,https://assets.coingecko.com/coins/images/12493/large/GALA-COINGECKO.png?1696512310,0.02782706,873286119,83,873257984.0,635329950.0,0.02909735,0.0247309,0.00301838,12.16662,93845398.0,12.04009,31370297812.4793,31369287143.5744,50000000000.0,0.824837,-96.57555,2021-11-26T01:03:48.731Z,0.00013475,20861.9891,2020-12-28T08:46:48.367Z,,2024-01-11T15:41:51.940Z,-3.0104684495222434,12.16661944390136,-0.844704200954626
astar,astr,Astar,https://assets.coingecko.com/coins/images/22617/large/astr.png?1696521933,0.153359,844110484,87,1283860267.0,100434986.0,0.165522,0.127373,0.02585505,20.27777,144480742.0,20.65103,5488630370.0,8348000152.0,,0.421574,-63.33534,2022-01-17T13:34:36.289Z,0.03269521,372.75579,2022-10-13T13:05:41.982Z,,2024-01-11T15:41:43.397Z,-2.0893293165673663,20.277772707526584,-11.018528151379565
iota,iota,IOTA,https://assets.coingecko.com/coins/images/692/large/IOTA_Swirl.png?1696501881,0.263885,816866095,88,1213869784.0,31054511.0,0.269112,0.236597,0.02728806,11.53358,83359090.0,11.36446,3095541289.0,4600000000.0,4600000000.0,5.25,-94.94912,2017-12-19T00:00:00.000Z,0.081637,224.74026,2020-03-13T02:22:41.168Z,"{'times': 3.1598881181724394, 'currency': 'btc', 'percentage': 315.98881181724397}",2024-01-11T15:41:46.125Z,-1.6310832404888977,11.533579323752104,-0.4973812948288547
woo-network,woo,WOO,https://assets.coingecko.com/coins/images/12921/large/WOO_Logos_2023_Profile_Pic_WOO.png?1696512709,0.44179,805266640,89,992472132.0,57878538.0,0.460037,0.387812,0.052266,13.4178,99997534.0,14.17864,1809717947.20178,2230434666.90186,2230434666.90186,1.78,-74.80102,2021-11-15T13:44:18.437Z,0.02211546,1926.23704,2021-01-04T10:19:13.803Z,,2024-01-11T15:42:14.056Z,-3.863970431954026,13.41780467126049,2.333924219712551
frax-ether,frxeth,Frax Ether,https://assets.coingecko.com/coins/images/28284/large/frxETH_icon.png?1696527284,2619.23,798656513,90,798656513.0,13418949.0,2644.89,2392.66,204.42,8.46536,66662315.0,9.10695,303605.088639084,303605.088639084,,2644.89,-0.25506,2024-01-11T14:45:05.920Z,1137.25,131.9757,2022-11-23T02:25:33.267Z,,2024-01-11T15:41:56.814Z,-0.9702491551432768,8.465361016826883,16.843119907152627
fetch-ai,fet,Fetch.ai,https://assets.coingecko.com/coins/images/5681/large/Fetch.jpg?1696506140,0.743982,780017558,91,861897855.0,221575710.0,0.772153,0.642773,0.1004,15.60025,107352387.0,15.95926,1043462805.0,1152997575.0,1152997575.0,1.17,-36.21753,2021-09-08T02:24:24.858Z,0.00816959,9050.12376,2020-03-13T02:24:18.347Z,"{'times': 7.581104262474799, 'currency': 'usd', 'percentage': 758.11042624748}",2024-01-11T15:41:43.240Z,-1.2580785852822565,15.600250043060129,7.123946852101461
ecash,xec,eCash,https://assets.coingecko.com/coins/images/16646/large/Logo_final-22.png?1696516207,3.919e-05,768677733,97,823398507.0,66262245.0,4.017e-05,3.394e-05,5.25e-06,15.45772,102250414.0,15.34307,19604398423092.0,21000000000000.0,21000000000000.0,0.00038001,-89.94482,2021-09-04T17:09:31.137Z,1.847e-05,106.88258,2021-07-20T20:49:46.212Z,,2024-01-11T15:41:53.234Z,0.7375517746370701,15.457716455276167,8.909509433812769
dydx,ethdydx,dYdX,https://assets.coingecko.com/coins/images/17500/large/hjnIm9bV.jpg?1696517040,2.75,759780611,92,2761431616.0,218946647.0,2.86,2.45,0.286085,11.62642,92360236.0,13.83839,275140114.3524372,1000000000.0,1000000000.0,27.86,-90.0238,2021-09-30T01:23:43.570Z,1.011,175.02529,2022-06-18T20:55:50.603Z,,2024-01-11T15:41:44.310Z,-2.6701201999959827,11.6264154636769,0.5548873593676291
pancakeswap-token,cake,PancakeSwap,https://assets.coingecko.com/coins/images/12632/large/pancakeswap-cake-logo_%281%29.png?1696512440,3.06,756568889,93,1189799983.0,146947450.0,3.16,2.77,0.291428,10.52732,79206841.0,11.69343,245351694.655637,385846479.485489,450000000.0,43.96,-92.98988,2021-04-30T10:08:22.934Z,0.194441,1485.04642,2020-11-03T14:29:34.165Z,,2024-01-11T15:42:08.718Z,-2.47403889148437,10.527322364476223,-3.9331475374236193
rocket-pool,rpl,Rocket Pool,https://assets.coingecko.com/coins/images/2090/large/rocket_pool_%28RPL%29.png?1696503058,37.03,751916888,95,751916888.0,27829929.0,38.96,32.9,4.13,12.5669,86860439.0,13.06061,19991436.9382174,19991436.9382174,,61.9,-39.86433,2023-04-16T19:20:19.534Z,0.00884718,420630.01133,2018-08-28T00:00:00.000Z,,2024-01-11T15:41:51.287Z,-2.4705754172530825,12.566900348289273,27.19609037172529
terra-luna,lunc,Terra Luna Classic,https://assets.coingecko.com/coins/images/8284/large/01_LunaClassic_color.png?1696508486,0.0001283,751476157,96,881380574.0,82694222.0,0.00013136,0.00011728,1.102e-05,9.40054,68981832.0,10.10731,5809673315168.12,6813966293230.46,,119.18,-99.99989,2022-04-05T12:24:58.854Z,9.99967e-07,12809.03892,2022-05-13T02:34:40.340Z,,2024-01-11T15:41:54.310Z,-1.758142400680255,9.400543253489484,7.343884507021896
frax-share,fxs,Frax Share,https://assets.coingecko.com/coins/images/13423/large/Frax_Shares_icon.png?1696513183,9.8,746332994,94,976110800.0,93288803.0,10.38,8.44,1.19,13.87479,90058996.0,13.72277,76216336.385961,99681495.5911336,99681495.5911336,42.8,-76.77926,2022-01-12T15:22:27.465Z,1.5,561.16867,2021-06-25T16:50:51.447Z,,2024-01-11T15:41:50.106Z,-2.2447529827698,13.874792061186621,10.05651107207259
chiliz,chz,Chiliz,https://assets.coingecko.com/coins/images/8834/large/CHZ_Token_updated.png?1696508986,0.082342,738019145,98,738019145.0,70779432.0,0.083844,0.073845,0.00849723,11.50689,78762792.0,11.94722,8888888888.0,8888888888.0,8888888888.0,0.878633,-90.57897,2021-03-13T08:04:21.200Z,0.00410887,1914.57335,2019-09-28T00:00:00.000Z,"{'times': 2.7428182380204658, 'currency': 'usd', 'percentage': 274.2818238020466}",2024-01-11T15:42:02.409Z,-1.5561726518030645,11.506888412558844,-0.1342604841840815
xdce-crowd-sale,xdc,XDC Network,https://assets.coingecko.com/coins/images/2912/large/xdc-icon.png?1696503661,0.051997,721975663,99,1968870743.0,32356945.0,0.052808,0.04873808,0.00277334,5.63417,37428614.0,5.46765,13890538404.0,37880327674.95,,0.192754,-72.91553,2021-08-21T04:39:48.324Z,0.00039532,13106.18631,2019-07-22T00:00:00.000Z,"{'times': 1.6414878757832394, 'currency': 'eth', 'percentage': 164.14878757832395}",2024-01-11T15:42:12.903Z,-1.0833957873590407,5.634170451639848,-0.2503240942397254
usdd,usdd,USDD,https://assets.coingecko.com/coins/images/25380/large/UUSD.jpg?1696524513,0.986634,716993236,100,,11921202.0,0.997052,0.976352,-0.001140581856811096,-0.11547,-1321117.899571538,-0.18392,725332033.742248,,,1.052,-6.11109,2023-10-23T22:45:25.398Z,0.928067,6.40842,2022-06-19T16:15:11.558Z,,2024-01-11T15:41:52.974Z,-1.0326244241601792,-0.11546990327448009,-0.31143427345070723
klay-token,klay,Klaytn,https://assets.coingecko.com/coins/images/9672/large/klaytn.png?1696509742,0.203853,709629744,101,1198458273.0,20672194.0,0.208796,0.176803,0.02617433,14.73126,90039188.0,14.53205,3481083445.19989,5879028171.64746,,4.34,-95.22198,2021-03-30T03:44:28.828Z,0.06044,243.01083,2020-04-29T08:19:34.574Z,,2024-01-11T15:41:52.994Z,-0.4293350053818914,14.73126153778428,-4.061695816113678
conflux-token,cfx,Conflux,https://assets.coingecko.com/coins/images/13079/large/3vuYMbjN.png?1696512867,0.189295,694195046,102,1038568943.0,80225598.0,0.193987,0.1719,0.01678384,9.72912,66550705.0,10.60325,3647546764.6272,5457009249.03321,,1.7,-88.80515,2021-03-27T03:43:35.178Z,0.02199898,765.52707,2022-12-30T08:16:30.345Z,,2024-01-11T15:41:46.456Z,-2.2726810991164905,9.72911886171038,2.5585529453212867
ethereum-name-service,ens,Ethereum Name Service,https://assets.coingecko.com/coins/images/19785/large/acatxTm8_400x400.jpg?1696519207,22.59,691905718,103,2258558609.0,769441105.0,24.76,16.0,6.41,39.58589,197042820.0,39.81766,30634835.6478397,100000000.0,100000000.0,83.4,-73.09365,2021-11-11T02:20:01.099Z,6.69,235.37946,2023-10-19T02:35:00.861Z,,2024-01-11T15:41:42.757Z,-2.374115878596289,39.58588665118028,61.49233489871999
blur,blur,Blur,https://assets.coingecko.com/coins/images/28453/large/blur.png?1696527448,0.557646,686472615,105,1680993856.0,458161049.0,0.596965,0.481371,0.076275,15.84538,106508281.0,18.36463,1225119198.05936,3000000000.0,3000000000.0,5.02,-88.91421,2023-02-14T17:33:55.928Z,0.153143,263.11746,2023-10-12T17:10:39.401Z,,2024-01-11T15:41:50.652Z,-0.6541147749253314,15.845378803756702,5.6929580306602325
gatechain-token,gt,Gate,https://assets.coingecko.com/coins/images/8183/large/gate.png?1696508395,5.0,684380050,104,1507087672.0,2846896.0,5.17,4.97,0.00508565,0.10175,2830611.0,0.41532,136232296.7235079,300000000.0,,12.94,-61.23743,2021-05-12T11:39:16.531Z,0.25754,1847.88893,2020-03-13T02:18:02.481Z,,2024-01-11T15:41:48.669Z,-1.7907361955038472,0.10175075570525963,-1.0168144146617104
akash-network,akt,Akash Network,https://assets.coingecko.com/coins/images/12785/large/akash-logo.png?1696512580,2.98,673718615,106,673714192.0,8049065.0,3.28,2.99,-0.17454908245566925,-5.5247,-37549435.749673486,-5.27922,224915796.544823,224914320.141742,388539008.0,8.07,-62.61214,2021-04-06T18:59:48.484Z,0.164994,1729.80016,2022-11-21T20:30:53.727Z,,2024-01-11T15:41:19.074Z,-5.8983367925451144,-5.524699352511853,8.954714152111505
msol,msol,Marinade staked SOL,https://assets.coingecko.com/coins/images/17752/large/mSOL.png?1696517278,119.79,670397029,107,670398466.0,10958739.0,123.94,108.4,11.28,10.39178,60594169.0,9.93668,5594795.0,5594807.0,5594807.0,3541.84,-96.62785,2021-08-23T22:16:35.076Z,8.93,1237.45197,2022-12-29T20:45:33.039Z,,2024-01-11T15:41:39.999Z,-3.0577832442715303,10.391781877489015,1.3267338509395024
frax,frax,Frax,https://assets.coingecko.com/coins/images/13422/large/FRAX_icon.png?1696513182,0.993411,644506623,108,644506623.0,32623091.0,1.008,0.984865,-0.006804132320719081,-0.68027,-5937312.252504349,-0.91281,649462235.510511,649462235.510511,,1.14,-12.69091,2021-02-07T12:55:35.766Z,0.874536,13.85663,2023-03-11T07:50:39.316Z,,2024-01-11T15:42:06.497Z,-1.3319974183166683,-0.6802666343472374,-0.8251773267277798
binance-usd,busd,BUSD,https://assets.coingecko.com/coins/images/9576/large/BUSDLOGO.jpg?1696509654,0.990606,621989491,109,621989491.0,10502953070.0,1.017,0.984616,-0.013240759526714775,-1.319,-6242740.383045077,-0.9937,625062820.38,625062820.38,,1.15,-13.56619,2020-03-13T02:35:42.953Z,0.901127,10.70829,2021-05-19T13:04:37.445Z,,2024-01-11T15:41:44.863Z,-2.5771036421274176,-1.3190022607232608,-1.3078679764077328
