Timestamp,Open,High,Low,Close,Volume,Date
1673481600000,15482.00,15486.00,15200.00,15260.00,10206214.20000000,2023-01-12 00:00:00
1673568000000,15259.00,15280.00,15134.00,15202.00,7045913.80000000,2023-01-13 00:00:00
1673654400000,15202.00,15235.00,15127.00,15180.00,7938770.90000000,2023-01-14 00:00:00
1673740800000,15181.00,15217.00,15136.00,15167.00,5368203.60000000,2023-01-15 00:00:00
1673827200000,15167.00,15178.00,15003.00,15080.00,8220003.20000000,2023-01-16 00:00:00
1673913600000,15079.00,15149.00,15040.00,15101.00,9062823.10000000,2023-01-17 00:00:00
1674000000000,15101.00,15140.00,15005.00,15089.00,7146843.80000000,2023-01-18 00:00:00
1674086400000,15089.00,15111.00,15033.00,15100.00,6673230.10000000,2023-01-19 00:00:00
1674172800000,15100.00,15121.00,15000.00,15045.00,5051312.10000000,2023-01-20 00:00:00
1674259200000,15055.00,15120.00,15023.00,15083.00,3806114.40000000,2023-01-21 00:00:00
1674345600000,15081.00,15159.00,15071.00,15127.00,2442191.00000000,2023-01-22 00:00:00
1674432000000,15127.00,15150.00,15075.00,15103.00,4395312.60000000,2023-01-23 00:00:00
1674518400000,15106.00,15123.00,14960.00,15083.00,8626910.30000000,2023-01-24 00:00:00
1674604800000,15083.00,15100.00,14922.00,15024.00,8004821.50000000,2023-01-25 00:00:00
1674691200000,15027.00,15081.00,14980.00,15010.00,5526901.40000000,2023-01-26 00:00:00
1674777600000,15010.00,15060.00,15007.00,15043.00,4816201.00000000,2023-01-27 00:00:00
1674864000000,15048.00,15075.00,15035.00,15069.00,3363333.00000000,2023-01-28 00:00:00
1674950400000,15069.00,15079.00,15008.00,15019.00,4353243.30000000,2023-01-29 00:00:00
1675036800000,15019.00,15071.00,14982.00,15067.00,7335850.10000000,2023-01-30 00:00:00
1675123200000,15062.00,15106.00,15015.00,15055.00,7408550.20000000,2023-01-31 00:00:00
1675209600000,15055.00,15095.00,14966.00,14981.00,8082127.80000000,2023-02-01 00:00:00
1675296000000,14982.00,14996.00,14861.00,14935.00,7847578.50000000,2023-02-02 00:00:00
1675382400000,14939.00,14987.00,14930.00,14946.00,5709917.90000000,2023-02-03 00:00:00
1675468800000,14946.00,14989.00,14942.00,14980.00,4314203.40000000,2023-02-04 00:00:00
1675555200000,14976.00,15130.00,14968.00,15081.00,3997738.00000000,2023-02-05 00:00:00
1675641600000,15081.00,15118.00,15041.00,15110.00,8125358.80000000,2023-02-06 00:00:00
1675728000000,15111.00,15191.00,15101.00,15167.00,6044546.40000000,2023-02-07 00:00:00
1675814400000,15161.00,15169.00,15111.00,15129.00,5889828.50000000,2023-02-08 00:00:00
1675900800000,15129.00,15215.00,15120.00,15210.00,5073125.90000000,2023-02-09 00:00:00
1675987200000,15213.00,15238.00,15167.00,15217.00,4620063.90000000,2023-02-10 00:00:00
1676073600000,15217.00,15264.00,15207.00,15263.00,3519566.00000000,2023-02-11 00:00:00
1676160000000,15263.00,15273.00,15223.00,15266.00,2660736.50000000,2023-02-12 00:00:00
1676246400000,15263.00,15280.00,15236.00,15245.00,5973559.50000000,2023-02-13 00:00:00
1676332800000,15244.00,15256.00,15103.00,15187.00,5097127.90000000,2023-02-14 00:00:00
1676419200000,15190.00,15248.00,15165.00,15178.00,6735824.60000000,2023-02-15 00:00:00
1676505600000,15167.00,15195.00,15108.00,15130.00,8096839.40000000,2023-02-16 00:00:00
1676592000000,15130.00,15244.00,15119.00,15216.00,6766577.90000000,2023-02-17 00:00:00
1676678400000,15216.00,15229.00,15191.00,15223.00,3166779.00000000,2023-02-18 00:00:00
1676764800000,15219.00,15243.00,15136.00,15213.00,3971626.60000000,2023-02-19 00:00:00
1676851200000,15213.00,15220.00,15150.00,15159.00,7058024.90000000,2023-02-20 00:00:00
1676937600000,15159.00,15248.00,15151.00,15240.00,6815753.00000000,2023-02-21 00:00:00
1677024000000,15231.00,15270.00,15222.00,15251.00,6015850.80000000,2023-02-22 00:00:00
1677110400000,15251.00,15260.00,15200.00,15235.00,4516961.70000000,2023-02-23 00:00:00
1677196800000,15235.00,15288.00,15212.00,15281.00,6128567.30000000,2023-02-24 00:00:00
1677283200000,15284.00,15350.00,15239.00,15303.00,4241642.10000000,2023-02-25 00:00:00
1677369600000,15303.00,15330.00,15284.00,15304.00,2634953.60000000,2023-02-26 00:00:00
1677456000000,15305.00,15310.00,15241.00,15262.00,5955712.80000000,2023-02-27 00:00:00
1677542400000,15272.00,15302.00,15230.00,15283.00,6710032.40000000,2023-02-28 00:00:00
1677628800000,15282.00,15300.00,15235.00,15262.00,5362717.70000000,2023-03-01 00:00:00
1677715200000,15262.00,15301.00,15235.00,15293.00,6253772.00000000,2023-03-02 00:00:00
1677801600000,15293.00,15330.00,15281.00,15317.00,6099239.20000000,2023-03-03 00:00:00
1677888000000,15317.00,15340.00,15268.00,15334.00,4926451.10000000,2023-03-04 00:00:00
1677974400000,15334.00,15365.00,15294.00,15365.00,2378618.50000000,2023-03-05 00:00:00
1678060800000,15365.00,15365.00,15300.00,15339.00,5174920.80000000,2023-03-06 00:00:00
1678147200000,15341.00,15445.00,15331.00,15404.00,6647065.10000000,2023-03-07 00:00:00
1678233600000,15405.00,15460.00,15396.00,15435.00,6918929.20000000,2023-03-08 00:00:00
1678320000000,15430.00,15495.00,15400.00,15494.00,10460019.60000000,2023-03-09 00:00:00
1678406400000,15494.00,15585.00,15470.00,15522.00,7982902.60000000,2023-03-10 00:00:00
1678492800000,15522.00,15638.00,15507.00,15544.00,6879928.80000000,2023-03-11 00:00:00
1678579200000,15548.00,15596.00,15495.00,15502.00,5668787.50000000,2023-03-12 00:00:00
1678665600000,15501.00,15565.00,15300.00,15334.00,19005393.40000000,2023-03-13 00:00:00
1678752000000,15332.00,15440.00,15310.00,15361.00,9047814.40000000,2023-03-14 00:00:00
1678838400000,15363.00,15477.00,15322.00,15445.00,6808835.40000000,2023-03-15 00:00:00
1678924800000,15435.00,15480.00,15331.00,15420.00,7008114.90000000,2023-03-16 00:00:00
1679011200000,15415.00,15435.00,15330.00,15374.00,4693536.00000000,2023-03-17 00:00:00
1679097600000,15374.00,15415.00,15327.00,15389.00,3625341.60000000,2023-03-18 00:00:00
1679184000000,15389.00,15435.00,15370.00,15418.00,3167935.60000000,2023-03-19 00:00:00
1679270400000,15415.00,15448.00,15357.00,15388.00,7037469.30000000,2023-03-20 00:00:00
1679356800000,15388.00,15400.00,15327.00,15361.00,4981814.40000000,2023-03-21 00:00:00
1679443200000,15368.00,15390.00,15309.00,15364.00,4259066.00000000,2023-03-22 00:00:00
1679529600000,15364.00,15366.00,15130.00,15145.00,6179990.90000000,2023-03-23 00:00:00
1679616000000,15145.00,15300.00,15135.00,15256.00,5502267.10000000,2023-03-24 00:00:00
1679702400000,15257.00,15287.00,15220.00,15271.00,2380224.40000000,2023-03-25 00:00:00
1679788800000,15271.00,15310.00,15256.00,15264.00,1807499.40000000,2023-03-26 00:00:00
1679875200000,15262.00,15276.00,15167.00,15262.00,5454309.10000000,2023-03-27 00:00:00
1679961600000,15262.00,15267.00,15125.00,15131.00,6757780.70000000,2023-03-28 00:00:00
1680048000000,15129.00,15217.00,15100.00,15114.00,6002604.00000000,2023-03-29 00:00:00
1680134400000,15118.00,15125.00,15075.00,15092.00,6169105.60000000,2023-03-30 00:00:00
1680220800000,15093.00,15098.00,14998.00,15005.00,5182283.60000000,2023-03-31 00:00:00
1680307200000,15006.00,15059.00,15001.00,15028.00,3466827.20000000,2023-04-01 00:00:00
1680393600000,15028.00,15049.00,15018.00,15022.00,2803693.90000000,2023-04-02 00:00:00
1680480000000,15021.00,15055.00,14938.00,14950.00,7288213.60000000,2023-04-03 00:00:00
1680566400000,14951.00,15000.00,14925.00,14969.00,6681339.80000000,2023-04-04 00:00:00
1680652800000,14968.00,14998.00,14925.00,14986.00,5280320.50000000,2023-04-05 00:00:00
1680739200000,14986.00,15000.00,14951.00,14974.00,4908866.80000000,2023-04-06 00:00:00
1680825600000,14972.00,15000.00,14961.00,14989.00,3489791.60000000,2023-04-07 00:00:00
1680912000000,14989.00,14997.00,14966.00,14982.00,2995321.30000000,2023-04-08 00:00:00
1680998400000,14980.00,15006.00,14966.00,14970.00,2627946.60000000,2023-04-09 00:00:00
1681084800000,14970.00,15000.00,14917.00,14940.00,7163429.80000000,2023-04-10 00:00:00
1681171200000,14937.00,14961.00,14903.00,14930.00,6404696.90000000,2023-04-11 00:00:00
1681257600000,14930.00,14931.00,14856.00,14891.00,8702259.60000000,2023-04-12 00:00:00
1681344000000,14890.00,14892.00,14775.00,14795.00,5583439.70000000,2023-04-13 00:00:00
1681430400000,14796.00,14814.00,14685.00,14775.00,6583038.10000000,2023-04-14 00:00:00
1681516800000,14771.00,14810.00,14740.00,14776.00,3683221.10000000,2023-04-15 00:00:00
1681603200000,14776.00,14790.00,14750.00,14760.00,3827414.40000000,2023-04-16 00:00:00
1681689600000,14760.00,14880.00,14741.00,14813.00,6754368.60000000,2023-04-17 00:00:00
1681776000000,14815.00,14915.00,14800.00,14874.00,6618644.90000000,2023-04-18 00:00:00
1681862400000,14873.00,14965.00,14855.00,14965.00,4699280.10000000,2023-04-19 00:00:00
1681948800000,14965.00,15023.00,14958.00,15020.00,5044610.90000000,2023-04-20 00:00:00
1682035200000,15021.00,15023.00,14969.00,15009.00,3842648.10000000,2023-04-21 00:00:00
1682121600000,15009.00,15045.00,15007.00,15028.00,2123248.20000000,2023-04-22 00:00:00
1682208000000,15029.00,15100.00,15016.00,15075.00,2407192.10000000,2023-04-23 00:00:00
1682294400000,15076.00,15098.00,15021.00,15060.00,2456354.20000000,2023-04-24 00:00:00
1682380800000,15060.00,15065.00,14975.00,14977.00,2419139.70000000,2023-04-25 00:00:00
1682467200000,14981.00,14990.00,14869.00,14934.00,7524170.20000000,2023-04-26 00:00:00
1682553600000,14934.00,14936.00,14756.00,14792.00,6932080.70000000,2023-04-27 00:00:00
1682640000000,14792.00,14811.00,14685.00,14746.00,6302864.80000000,2023-04-28 00:00:00
1682726400000,14742.00,14758.00,14704.00,14744.00,3968533.90000000,2023-04-29 00:00:00
1682812800000,14743.00,14771.00,14716.00,14747.00,2477840.70000000,2023-04-30 00:00:00
1682899200000,14747.00,14810.00,14732.00,14798.00,3730201.30000000,2023-05-01 00:00:00
1682985600000,14798.00,14800.00,14730.00,14774.00,6219412.00000000,2023-05-02 00:00:00
1683072000000,14772.00,14775.00,14690.00,14690.00,6332051.90000000,2023-05-03 00:00:00
1683158400000,14691.00,14748.00,14616.00,14737.00,6254608.80000000,2023-05-04 00:00:00
1683244800000,14737.00,14737.00,14680.00,14715.00,4648275.60000000,2023-05-05 00:00:00
1683331200000,14714.00,14750.00,14701.00,14744.00,3383399.20000000,2023-05-06 00:00:00
1683417600000,14744.00,14752.00,14723.00,14733.00,2066752.50000000,2023-05-07 00:00:00
1683504000000,14733.00,14800.00,14732.00,14798.00,6935874.50000000,2023-05-08 00:00:00
1683590400000,14800.00,14815.00,14771.00,14806.00,4376039.20000000,2023-05-09 00:00:00
1683676800000,14806.00,14814.00,14782.00,14800.00,5279685.10000000,2023-05-10 00:00:00
1683763200000,14800.00,14880.00,14744.00,14851.00,6428133.60000000,2023-05-11 00:00:00
1683849600000,14850.00,14860.00,14771.00,14807.00,5488274.30000000,2023-05-12 00:00:00
1683936000000,14807.00,14844.00,14798.00,14814.00,2595998.50000000,2023-05-13 00:00:00
1684022400000,14815.00,14834.00,14789.00,14823.00,2920050.20000000,2023-05-14 00:00:00
1684108800000,14823.00,14857.00,14809.00,14841.00,3569884.50000000,2023-05-15 00:00:00
1684195200000,14840.00,14852.00,14819.00,14838.00,3089602.70000000,2023-05-16 00:00:00
1684281600000,14839.00,14888.00,14836.00,14877.00,2712310.10000000,2023-05-17 00:00:00
1684368000000,14877.00,14899.00,14859.00,14892.00,2491615.20000000,2023-05-18 00:00:00
1684454400000,14893.00,14945.00,14889.00,14925.00,3495121.70000000,2023-05-19 00:00:00
1684540800000,14925.00,14953.00,14923.00,14936.00,2791364.40000000,2023-05-20 00:00:00
1684627200000,14936.00,14954.00,14904.00,14907.00,2294446.10000000,2023-05-21 00:00:00
1684713600000,14907.00,14947.00,14890.00,14896.00,4485928.10000000,2023-05-22 00:00:00
1684800000000,14896.00,14898.00,14841.00,14893.00,4270621.20000000,2023-05-23 00:00:00
1684886400000,14892.00,14917.00,14882.00,14914.00,3735886.90000000,2023-05-24 00:00:00
1684972800000,14914.00,14963.00,14914.00,14945.00,5025341.00000000,2023-05-25 00:00:00
1685059200000,14945.00,14967.00,14935.00,14947.00,4087307.60000000,2023-05-26 00:00:00
1685145600000,14946.00,15000.00,14946.00,14994.00,3317854.10000000,2023-05-27 00:00:00
1685232000000,14995.00,14999.00,14943.00,14953.00,4571520.60000000,2023-05-28 00:00:00
1685318400000,14953.00,14984.00,14953.00,14977.00,5610758.90000000,2023-05-29 00:00:00
1685404800000,14977.00,14989.00,14947.00,14961.00,6276054.10000000,2023-05-30 00:00:00
1685491200000,14960.00,15000.00,14957.00,14992.00,4575419.90000000,2023-05-31 00:00:00
1685577600000,14993.00,14995.00,14963.00,14978.00,3345022.30000000,2023-06-01 00:00:00
1685664000000,14977.00,14988.00,14970.00,14975.00,3505817.50000000,2023-06-02 00:00:00
1685750400000,14974.00,14999.00,14971.00,14984.00,2833642.30000000,2023-06-03 00:00:00
1685836800000,14984.00,14990.00,14975.00,14985.00,1961725.30000000,2023-06-04 00:00:00
1685923200000,14983.00,14986.00,14893.00,14959.00,8864454.80000000,2023-06-05 00:00:00
1686009600000,14959.00,14977.00,14875.00,14898.00,9055133.20000000,2023-06-06 00:00:00
1686096000000,14899.00,14901.00,14839.00,14890.00,8377652.20000000,2023-06-07 00:00:00
1686182400000,14889.00,14902.00,14843.00,14860.00,5605584.20000000,2023-06-08 00:00:00
1686268800000,14860.00,14885.00,14816.00,14867.00,5973049.30000000,2023-06-09 00:00:00
1686355200000,14867.00,14930.00,14858.00,14925.00,5091982.40000000,2023-06-10 00:00:00
1686441600000,14925.00,14930.00,14876.00,14900.00,2360728.50000000,2023-06-11 00:00:00
1686528000000,14900.00,14930.00,14850.00,14888.00,6103319.40000000,2023-06-12 00:00:00
1686614400000,14889.00,14895.00,14850.00,14868.00,4513208.90000000,2023-06-13 00:00:00
1686700800000,14869.00,14909.00,14850.00,14895.00,5737530.10000000,2023-06-14 00:00:00
1686787200000,14894.00,14955.00,14884.00,14920.00,3788589.70000000,2023-06-15 00:00:00
1686873600000,14918.00,14970.00,14892.00,14951.00,4389163.80000000,2023-06-16 00:00:00
1686960000000,14954.00,14970.00,14890.00,14956.00,3148679.70000000,2023-06-17 00:00:00
1687046400000,14954.00,14970.00,14935.00,14950.00,1905468.20000000,2023-06-18 00:00:00
1687132800000,14950.00,14990.00,14933.00,14977.00,3595733.00000000,2023-06-19 00:00:00
1687219200000,14978.00,15000.00,14965.00,14971.00,4151399.20000000,2023-06-20 00:00:00
1687305600000,14972.00,14979.00,14900.00,14912.00,5864195.10000000,2023-06-21 00:00:00
1687392000000,14912.00,14940.00,14835.00,14931.00,4099292.10000000,2023-06-22 00:00:00
1687478400000,14930.00,14994.00,14924.00,14979.00,4704390.90000000,2023-06-23 00:00:00
1687564800000,14978.00,15018.00,14977.00,15011.00,1976679.10000000,2023-06-24 00:00:00
1687651200000,15011.00,15020.00,14997.00,15003.00,1847622.90000000,2023-06-25 00:00:00
1687737600000,15004.00,15018.00,14935.00,15014.00,5404492.40000000,2023-06-26 00:00:00
1687824000000,15015.00,15015.00,14946.00,14974.00,4369439.40000000,2023-06-27 00:00:00
1687910400000,14973.00,15050.00,14973.00,15010.00,4118784.00000000,2023-06-28 00:00:00
1687996800000,15009.00,15050.00,15001.00,15044.00,2564201.70000000,2023-06-29 00:00:00
1688083200000,15044.00,15070.00,15002.00,15050.00,3916717.00000000,2023-06-30 00:00:00
1688169600000,15051.00,15056.00,15024.00,15030.00,1860472.70000000,2023-07-01 00:00:00
1688256000000,15030.00,15049.00,15025.00,15033.00,1641328.50000000,2023-07-02 00:00:00
1688342400000,15034.00,15046.00,15003.00,15040.00,6686732.90000000,2023-07-03 00:00:00
1688428800000,15040.00,15040.00,14962.00,14990.00,5338628.80000000,2023-07-04 00:00:00
1688515200000,14988.00,15050.00,14965.00,15031.00,4168918.20000000,2023-07-05 00:00:00
1688601600000,15032.00,15092.00,15002.00,15090.00,5690792.50000000,2023-07-06 00:00:00
1688688000000,15090.00,15144.00,15066.00,15113.00,5097588.90000000,2023-07-07 00:00:00
1688774400000,15113.00,15138.00,15069.00,15115.00,3290104.60000000,2023-07-08 00:00:00
1688860800000,15115.00,15120.00,15072.00,15079.00,3039557.70000000,2023-07-09 00:00:00
1688947200000,15079.00,15249.00,15051.00,15128.00,6781978.40000000,2023-07-10 00:00:00
1689033600000,15126.00,15178.00,15100.00,15122.00,6297956.90000000,2023-07-11 00:00:00
1689120000000,15122.00,15128.00,14991.00,15014.00,4265515.00000000,2023-07-12 00:00:00
1689206400000,15013.00,15024.00,14875.00,14895.00,8648304.60000000,2023-07-13 00:00:00
1689292800000,14895.00,15070.00,14880.00,15063.00,3644388.10000000,2023-07-14 00:00:00
1689379200000,15063.00,15085.00,14975.00,14988.00,1812534.60000000,2023-07-15 00:00:00
1689465600000,14987.00,15007.00,14968.00,14999.00,1757289.30000000,2023-07-16 00:00:00
1689552000000,14999.00,15013.00,14960.00,14982.00,4217678.90000000,2023-07-17 00:00:00
1689638400000,14982.00,14999.00,14936.00,14994.00,3812132.30000000,2023-07-18 00:00:00
1689724800000,14994.00,15020.00,14988.00,14998.00,1751679.50000000,2023-07-19 00:00:00
1689811200000,14995.00,15026.00,14960.00,14985.00,4102618.90000000,2023-07-20 00:00:00
1689897600000,14986.00,15018.00,14000.00,14972.00,5103474.20000000,2023-07-21 00:00:00
1689984000000,14972.00,15149.00,14922.00,15032.00,2656543.60000000,2023-07-22 00:00:00
1690070400000,15032.00,15035.00,15016.00,15031.00,1354881.20000000,2023-07-23 00:00:00
1690156800000,15031.00,15042.00,14981.00,15022.00,3139498.20000000,2023-07-24 00:00:00
1690243200000,15022.00,15022.00,14965.00,14987.00,2935531.30000000,2023-07-25 00:00:00
1690329600000,14987.00,15033.00,14980.00,15013.00,4168284.70000000,2023-07-26 00:00:00
1690416000000,15015.00,15018.00,14976.00,15015.00,3753252.10000000,2023-07-27 00:00:00
1690502400000,15014.00,15133.00,15014.00,15082.00,3929183.80000000,2023-07-28 00:00:00
1690588800000,15082.00,15094.00,15039.00,15073.00,2416438.20000000,2023-07-29 00:00:00
1690675200000,15073.00,15089.00,15040.00,15083.00,2101349.60000000,2023-07-30 00:00:00
1690761600000,15084.00,15110.00,15040.00,15091.00,4261480.30000000,2023-07-31 00:00:00
1690848000000,15091.00,15146.00,15088.00,15108.00,4953798.30000000,2023-08-01 00:00:00
1690934400000,15107.00,15150.00,15092.00,15143.00,2688037.40000000,2023-08-02 00:00:00
1691020800000,15144.00,15194.00,15140.00,15189.00,2694066.90000000,2023-08-03 00:00:00
1691107200000,15188.00,15191.00,15160.00,15180.00,1083342.70000000,2023-08-04 00:00:00
1691193600000,15180.00,15200.00,15158.00,15164.00,878625.40000000,2023-08-05 00:00:00
1691280000000,15164.00,15199.00,15161.00,15198.00,741790.20000000,2023-08-06 00:00:00
1691366400000,15198.00,15394.00,15166.00,15197.00,3020354.00000000,2023-08-07 00:00:00
1691452800000,15198.00,15308.00,15180.00,15257.00,1441058.90000000,2023-08-08 00:00:00
1691539200000,15257.00,15258.00,15177.00,15193.00,2404328.40000000,2023-08-09 00:00:00
1691625600000,15194.00,15241.00,15180.00,15193.00,1595114.80000000,2023-08-10 00:00:00
1691712000000,15195.00,15349.00,15185.00,15275.00,1886950.90000000,2023-08-11 00:00:00
