Timestamp,Open,High,Low,Close,Volume,Date
1697068800000,1291.00000000,1349.00000000,1270.00000000,1291.00000000,19451.39000000,2023-10-12 00:00:00
1697155200000,1288.00000000,1347.00000000,1278.00000000,1327.00000000,12402.38000000,2023-10-13 00:00:00
1697241600000,1326.00000000,1494.00000000,1310.00000000,1455.00000000,39743.78000000,2023-10-14 00:00:00
1697328000000,1451.00000000,2208.00000000,1425.00000000,1629.00000000,101276.28000000,2023-10-15 00:00:00
1697414400000,1629.00000000,1740.00000000,1570.00000000,1680.00000000,43330.93000000,2023-10-16 00:00:00
1697500800000,1675.00000000,1774.00000000,1589.00000000,1602.00000000,23541.84000000,2023-10-17 00:00:00
1697587200000,1599.00000000,1690.00000000,1521.00000000,1653.00000000,21760.16000000,2023-10-18 00:00:00
1697673600000,1653.00000000,1804.00000000,1620.00000000,1693.00000000,34035.44000000,2023-10-19 00:00:00
1697760000000,1691.00000000,2095.00000000,1681.00000000,2022.00000000,46676.28000000,2023-10-20 00:00:00
1697846400000,2021.00000000,2110.00000000,1968.00000000,2009.00000000,22706.67000000,2023-10-21 00:00:00
1697932800000,2015.00000000,2040.00000000,1933.00000000,1984.00000000,6675.02000000,2023-10-22 00:00:00
1698019200000,1980.00000000,2747.00000000,1940.00000000,2549.00000000,106261.18000000,2023-10-23 00:00:00
1698105600000,2551.00000000,2685.00000000,2281.00000000,2567.00000000,26471.09000000,2023-10-24 00:00:00
1698192000000,2567.00000000,3390.00000000,318.00000000,3337.00000000,76951.44000000,2023-10-25 00:00:00
1698278400000,3346.00000000,3369.00000000,2942.00000000,3237.00000000,24162.81000000,2023-10-26 00:00:00
1698364800000,3241.00000000,3279.00000000,2796.00000000,2966.00000000,12743.70000000,2023-10-27 00:00:00
1698451200000,2966.00000000,3029.00000000,2783.00000000,2905.00000000,21211.55000000,2023-10-28 00:00:00
1698537600000,2904.00000000,3010.00000000,2727.00000000,2839.00000000,14454.05000000,2023-10-29 00:00:00
1698624000000,2832.00000000,3576.00000000,2827.00000000,3321.00000000,58043.43000000,2023-10-30 00:00:00
1698710400000,3318.00000000,3508.00000000,3110.00000000,3196.00000000,23141.55000000,2023-10-31 00:00:00
1698796800000,3180.00000000,3294.00000000,3069.00000000,3156.00000000,7175.94000000,2023-11-01 00:00:00
1698883200000,3161.00000000,3232.00000000,2733.00000000,2905.00000000,15493.77000000,2023-11-02 00:00:00
1698969600000,2891.00000000,3480.00000000,2770.00000000,3184.00000000,25899.53000000,2023-11-03 00:00:00
1699056000000,3168.00000000,3350.00000000,3105.00000000,3290.00000000,7858.05000000,2023-11-04 00:00:00
1699142400000,3294.00000000,3429.00000000,3196.00000000,3262.00000000,6134.33000000,2023-11-05 00:00:00
1699228800000,3266.00000000,3699.00000000,3240.00000000,3661.00000000,11891.25000000,2023-11-06 00:00:00
1699315200000,3656.00000000,3852.00000000,3495.00000000,3692.00000000,8879.64000000,2023-11-07 00:00:00
1699401600000,3693.00000000,4148.00000000,3650.00000000,4037.00000000,18555.30000000,2023-11-08 00:00:00
1699488000000,4036.00000000,4128.00000000,2473.00000000,3029.00000000,105915.14000000,2023-11-09 00:00:00
1699574400000,3027.00000000,3038.00000000,2500.00000000,2641.00000000,146217.58000000,2023-11-10 00:00:00
1699660800000,2641.00000000,2716.00000000,2455.00000000,2551.00000000,85380.93000000,2023-11-11 00:00:00
1699747200000,2554.00000000,2647.00000000,2375.00000000,2494.00000000,75308.07000000,2023-11-12 00:00:00
1699833600000,2496.00000000,2561.00000000,2233.00000000,2370.00000000,93322.19000000,2023-11-13 00:00:00
1699920000000,2376.00000000,2530.00000000,2263.00000000,2437.00000000,68979.74000000,2023-11-14 00:00:00
1700006400000,2435.00000000,2738.00000000,2380.00000000,2645.00000000,85451.81000000,2023-11-15 00:00:00
1700092800000,2644.00000000,2662.00000000,2511.00000000,2568.00000000,38317.88000000,2023-11-16 00:00:00
1700179200000,2570.00000000,2655.00000000,2430.00000000,2578.00000000,22627.41000000,2023-11-17 00:00:00
1700265600000,2577.00000000,2720.00000000,2490.00000000,2691.00000000,18393.81000000,2023-11-18 00:00:00
1700352000000,2691.00000000,2730.00000000,2603.00000000,2644.00000000,11891.11000000,2023-11-19 00:00:00
1700438400000,2645.00000000,2703.00000000,2521.00000000,2538.00000000,18356.74000000,2023-11-20 00:00:00
1700524800000,2542.00000000,2643.00000000,2370.00000000,2457.00000000,20992.12000000,2023-11-21 00:00:00
1700611200000,2449.00000000,2727.00000000,2449.00000000,2699.00000000,16456.26000000,2023-11-22 00:00:00
1700697600000,2702.00000000,2900.00000000,2561.00000000,2582.00000000,18627.21000000,2023-11-23 00:00:00
1700784000000,2580.00000000,2632.00000000,2456.00000000,2480.00000000,28872.67000000,2023-11-24 00:00:00
1700870400000,2479.00000000,2563.00000000,2460.00000000,2513.00000000,17375.54000000,2023-11-25 00:00:00
1700956800000,2511.00000000,2543.00000000,2400.00000000,2443.00000000,17682.55000000,2023-11-26 00:00:00
1701043200000,2440.00000000,2469.00000000,2199.00000000,2267.00000000,15501.76000000,2023-11-27 00:00:00
1701129600000,2262.00000000,2310.00000000,2156.00000000,2255.00000000,9785.59000000,2023-11-28 00:00:00
1701216000000,2256.00000000,2281.00000000,2182.00000000,2252.00000000,8606.22000000,2023-11-29 00:00:00
1701302400000,2252.00000000,2318.00000000,2214.00000000,2267.00000000,7287.24000000,2023-11-30 00:00:00
1701388800000,2266.00000000,2374.00000000,2248.00000000,2292.00000000,10165.79000000,2023-12-01 00:00:00
1701475200000,2293.00000000,2395.00000000,2277.00000000,2378.00000000,13346.35000000,2023-12-02 00:00:00
1701561600000,2384.00000000,2438.00000000,2306.00000000,2355.00000000,9145.49000000,2023-12-03 00:00:00
1701648000000,2355.00000000,2425.00000000,2221.00000000,2297.00000000,9955.38000000,2023-12-04 00:00:00
1701734400000,2301.00000000,2317.00000000,2217.00000000,2279.00000000,17215.68000000,2023-12-05 00:00:00
1701820800000,2282.00000000,2301.00000000,2126.00000000,2144.00000000,12990.77000000,2023-12-06 00:00:00
1701907200000,2144.00000000,2261.00000000,2143.00000000,2202.00000000,12228.29000000,2023-12-07 00:00:00
1701993600000,2203.00000000,2819.00000000,2186.00000000,2613.00000000,76349.14000000,2023-12-08 00:00:00
1702080000000,2613.00000000,2887.00000000,2502.00000000,2769.00000000,21754.91000000,2023-12-09 00:00:00
1702166400000,2770.00000000,2831.00000000,2664.00000000,2704.00000000,8990.99000000,2023-12-10 00:00:00
1702252800000,2705.00000000,3200.00000000,2580.00000000,3044.00000000,31750.69000000,2023-12-11 00:00:00
1702339200000,3046.00000000,3326.00000000,3021.00000000,3207.00000000,12444.46000000,2023-12-12 00:00:00
1702425600000,3219.00000000,3769.00000000,3061.00000000,3622.00000000,20112.23000000,2023-12-13 00:00:00
1702512000000,3611.00000000,3767.00000000,3397.00000000,3626.00000000,9359.91000000,2023-12-14 00:00:00
1702598400000,3622.00000000,3823.00000000,3503.00000000,3607.00000000,6698.29000000,2023-12-15 00:00:00
1702684800000,3622.00000000,3950.00000000,3119.00000000,3235.00000000,20780.02000000,2023-12-16 00:00:00
1702771200000,3235.00000000,3334.00000000,3042.00000000,3264.00000000,13123.79000000,2023-12-17 00:00:00
1702857600000,3261.00000000,3463.00000000,3072.00000000,3374.00000000,14814.62000000,2023-12-18 00:00:00
1702944000000,3382.00000000,4224.00000000,3335.00000000,4054.00000000,19146.44000000,2023-12-19 00:00:00
1703030400000,4049.00000000,5496.00000000,3514.00000000,3768.00000000,33611.28000000,2023-12-20 00:00:00
1703116800000,3763.00000000,4788.00000000,3718.00000000,4670.00000000,44299.16000000,2023-12-21 00:00:00
1703203200000,4674.00000000,5274.00000000,4628.00000000,4989.00000000,23943.40000000,2023-12-22 00:00:00
1703289600000,4999.00000000,5239.00000000,4952.00000000,5054.00000000,9621.28000000,2023-12-23 00:00:00
1703376000000,5073.00000000,5575.00000000,5073.00000000,5370.00000000,14255.41000000,2023-12-24 00:00:00
1703462400000,5363.00000000,5600.00000000,5128.00000000,5396.00000000,9263.63000000,2023-12-25 00:00:00
1703548800000,5387.00000000,5850.00000000,5280.00000000,5563.00000000,5534.15000000,2023-12-26 00:00:00
1703635200000,5566.00000000,5774.00000000,5417.00000000,5558.00000000,4089.74000000,2023-12-27 00:00:00
1703721600000,5552.00000000,6549.00000000,5268.00000000,6440.00000000,15926.29000000,2023-12-28 00:00:00
1703808000000,6449.00000000,7454.00000000,6226.00000000,7370.00000000,19110.43000000,2023-12-29 00:00:00
1703894400000,7348.00000000,8050.00000000,7067.00000000,7960.00000000,13287.09000000,2023-12-30 00:00:00
1703980800000,7927.00000000,19037.00000000,5611.00000000,5869.00000000,188203.88000000,2023-12-31 00:00:00
1704067200000,5894.00000000,7080.00000000,3699.00000000,5488.00000000,329819.95000000,2024-01-01 00:00:00
1704153600000,5473.00000000,5750.00000000,5000.00000000,5199.00000000,120045.88000000,2024-01-02 00:00:00
1704240000000,5199.00000000,5511.00000000,3400.00000000,4072.00000000,113167.12000000,2024-01-03 00:00:00
1704326400000,4066.00000000,4238.00000000,3936.00000000,4068.00000000,75033.12000000,2024-01-04 00:00:00
1704412800000,4070.00000000,5067.00000000,3400.00000000,4534.00000000,218234.54000000,2024-01-05 00:00:00
1704499200000,4524.00000000,4572.00000000,4484.00000000,4512.00000000,1192.50000000,2024-01-06 00:00:00
